User,Item 1,Item 2,Item 3,Item 4,Item 5
S7144434D,7,2,1,5,6
S6472102V,3,0,2,5,6
S5404210K,3,7,2,1,6
S9186942E,2,4,1,8,7
S7792548Y,3,7,4,0,6
S4303107B,3,8,0,6,7
S7847623C,4,2,0,1,8
S4942368N,5,2,0,4,8
S5482086R,8,7,3,4,1
S8689101P,8,2,3,1,5
S7062121F,8,3,1,4,7
S8002243M,1,5,6,4,8
S9015587J,2,5,6,1,4
S7155340Y,2,3,8,1,4
S5840161J,0,1,2,4,3
S4211468R,8,1,4,2,7
S6932908V,7,4,1,6,0
S8761556C,4,3,0,8,7
S6033478E,8,0,2,7,4
S4964349H,6,2,3,8,4
S9454336A,2,5,0,8,3
S8785626O,3,8,4,0,6
S9826141I,6,4,0,3,1
S6874523N,8,6,1,0,7
S8484728Z,7,8,1,3,2
S8540019Y,8,6,2,3,4
S8754228V,0,8,3,1,6
S7282068O,2,8,4,5,0
S9787129B,1,5,6,8,0
S9344018A,6,4,2,7,8
S4731955A,1,5,3,7,8
S9070374E,8,4,1,2,6
S8884532P,1,7,8,3,2
S8129707D,5,7,0,1,2
S7783762S,2,3,7,1,8
S6015622D,4,2,6,7,3
S4421479I,1,4,0,5,3
S5137001S,3,0,2,4,8
S6442075T,3,2,1,6,7
S8887502X,7,3,1,6,5
S6885088B,5,1,8,3,0
S6409662G,3,7,0,2,5
S7495282L,5,6,1,4,8
S8405282V,2,3,7,4,0
S6927538N,0,3,8,2,6
S5683014E,4,7,2,8,5
S8062481R,6,3,1,5,4
S6430442I,3,5,2,0,6
S7990121Q,4,8,7,1,2
S8440324V,8,7,2,4,1
S6585260R,6,8,1,5,2
S7931471O,7,6,1,2,0
S4583616E,7,5,1,0,4
S6954800D,3,0,1,5,6
S6781446T,4,0,8,3,2
S7407038X,4,7,2,6,0
S7642494S,4,6,8,5,1
S6064752I,3,7,6,8,0
S8287001W,1,8,4,6,5
S4296178W,1,7,8,5,0
S8764511Z,3,7,0,6,1
S9895895G,6,0,8,4,2
S9238567U,3,6,1,7,2
S6421131N,6,7,4,0,8
S4768818P,8,7,5,4,1
S6048942Y,6,8,7,4,3
S6963444E,6,2,3,8,5
S7151146X,3,4,2,7,8
S6631691X,6,1,2,5,3
S7380513U,5,4,8,0,6
S8846937G,8,1,5,0,6
S6772868F,3,1,0,8,6
S6569519E,6,2,7,5,3
S9674013F,8,0,4,2,3
S4121025Y,7,1,5,2,3
S9786043N,6,7,1,2,4
S7200227U,2,6,5,4,8
S5913783N,8,6,5,2,0
S6816592D,8,1,0,5,3
S6797832V,2,0,8,1,6
S8098820S,1,4,6,3,8
S7477331P,3,6,7,4,8
S8828390F,7,5,1,0,3
S7999429C,0,8,7,1,2
S4946473O,4,2,6,0,8
S7956116R,0,7,1,3,8
S9824966X,7,8,0,1,6
S4496648T,0,4,6,1,7
S7960263B,0,8,1,4,2
S7663988S,4,5,1,7,3
S9381633C,4,0,7,2,8
S6740521R,8,4,0,5,6
S6319364B,6,7,5,8,4
S7161488D,8,7,4,2,6
S9410689C,7,5,1,4,0
S4840185N,0,4,7,1,5
S5279641Y,6,7,5,8,0
S8821200U,7,5,0,1,2
S9514246E,0,3,2,6,4
S4685904N,5,6,8,0,1
S6304248V,0,3,7,6,2
S8344724Y,2,6,5,7,0
S9356026K,2,3,8,4,1
S9056607C,7,6,8,2,5
S6155040M,6,2,1,3,7
S7001737Q,8,7,3,5,6
S5933277S,2,4,8,3,0
S7086015S,7,8,1,3,6
S4480334A,4,0,5,7,6
S7405884T,3,7,6,2,1
S6706689N,2,3,0,6,7
S8532768B,0,6,8,4,3
S6328470W,6,7,2,5,0
S4930255E,5,6,4,3,2
S9219492B,4,8,0,6,1
S8728397O,6,4,0,1,2
S6686749N,0,1,6,4,2
S6594883L,5,2,0,3,6
S9161112M,1,5,6,4,2
S5576717C,4,8,5,1,7
S8035767W,0,4,1,5,6
S7077777U,5,1,0,8,7
S6760032J,3,0,8,2,6
S7731595E,7,3,0,1,5
S6465928G,3,4,2,7,8
S9254918I,1,8,6,3,5
S9128234K,2,7,6,1,8
S6983105T,1,0,5,4,2
S6852386X,8,2,1,4,7
S5901186Z,4,8,1,2,5
S9439003Z,1,0,6,2,8
S6673383W,5,6,8,0,4
S6773369Q,1,0,3,2,6
S6759442D,0,6,2,3,4
S9371523M,3,8,4,2,5
S6351449E,8,2,7,0,5
S6114024H,6,1,5,8,0
S4914340G,4,8,2,0,6
S4561780P,5,7,4,2,1
S6700501P,0,5,8,3,7
S7260687U,6,0,5,8,7
S6441256R,6,7,5,0,1
S6978644H,0,1,3,2,6
S5188992K,5,1,4,3,7
S7058814G,0,3,1,8,2
S7032339Z,5,3,1,4,7
S9572553W,2,6,0,3,8
S4291309T,4,7,5,8,1
S7358687H,1,0,4,7,6
S8585753J,8,2,7,5,3
S7464473E,3,6,2,4,7
S4408223D,4,6,5,0,7
S4685832H,6,1,5,7,2
S5899440S,6,1,7,3,2
S6124399X,0,6,1,7,5
S6431527R,8,1,2,7,6
S7327962N,3,6,5,1,7
S8696329C,7,8,6,1,3
S5280524T,7,5,8,6,3
S6457454P,5,7,3,6,0
S7866652P,7,5,2,0,8
S6004155J,7,6,5,0,8
S7109003W,6,5,2,7,0
S9293256P,1,0,8,2,6
S6713705M,1,3,0,2,7
S7062263Y,8,1,0,3,7
S9678332F,3,5,1,0,6
S6760223X,6,4,0,3,1
S5868818N,2,6,0,3,1
S9327363S,4,2,5,0,1
S6420515A,8,5,4,6,7
S8852833A,0,1,2,5,3
S5212847S,6,7,8,1,3
S5796801Y,1,3,7,6,8
S7600005A,1,5,8,4,6
S6254999L,4,6,2,8,1
S6676621I,5,1,6,0,3
S7128445A,7,1,5,6,2
S9485139S,6,0,2,1,7
S6852492K,8,4,5,7,6
S7908951W,6,0,1,7,2
S5003595Z,1,4,2,0,3
S8676797R,1,7,6,2,8
S8737820V,3,4,0,8,7
S9892771G,3,1,8,6,2
S6202695T,8,2,4,5,7
S8595177O,5,6,1,2,7
S9762154R,2,6,5,3,4
S6741179Z,0,6,1,2,3
S8981813Z,2,6,8,4,7
S8549748A,1,7,5,2,3
S4087667Y,1,4,6,3,2
S7766461U,7,3,4,2,8
S8726511U,8,0,5,7,3
S6446109I,3,1,0,7,8
S6135031R,6,1,2,0,5
S9698784T,8,4,6,1,2
S6843323Z,1,5,0,4,3
S5026709R,0,3,2,5,7
S5772619B,1,7,3,6,0
S6679166T,5,3,1,7,8
S5852158J,1,0,6,2,8
S4211896Q,8,2,0,4,7
S6676343O,1,7,4,0,6
S9410616T,6,2,3,1,8
S5010319Q,3,6,2,0,4
S8747373U,4,1,7,3,0
S8595843Z,5,2,7,0,8
S8896029C,8,7,1,5,6
S6797586P,0,2,3,5,6
S4485185X,4,2,5,7,3
S7256896K,6,0,8,5,1
S8848652Y,3,8,7,6,0
S7243451D,6,0,2,7,8
S6819632X,1,0,3,5,6
S6087469Y,4,8,1,2,6
S4087456Q,1,2,4,5,8
S9880508R,2,3,8,6,1
S6886717S,1,4,8,0,7
S6792195X,6,2,7,0,1
S6935738I,0,5,4,3,1
S6895632M,1,0,5,8,2
S8030121R,6,3,2,1,4
S7295217Y,1,2,6,8,0
S9728269F,2,6,8,1,7
S6682132S,0,8,4,6,5
S7200573J,6,0,5,8,2
S8297629F,6,4,0,7,8
S7271224V,8,6,2,1,0
S7411928Z,3,1,4,2,8
S5448678V,3,7,4,2,1
S6506406T,0,5,6,1,2
S4276044K,5,4,8,7,2
S8781528W,4,2,8,7,0
S8872039A,3,1,8,7,6
S6672148H,1,5,2,7,3
S6959368U,8,0,6,2,1
S8078393H,6,3,5,7,1
S5933928Y,1,4,5,6,8
S6905810P,1,8,0,2,6
S5333353Q,8,6,4,1,7
S5478871I,7,8,1,6,3
S7313643N,7,1,0,5,8
S4860751B,7,0,6,1,5
S8739431T,0,1,7,8,4
S5449142G,7,0,4,8,3
S5337643W,8,1,6,7,3
S4128710W,5,8,2,6,7
S5738756X,1,4,2,7,3
S7876921N,8,1,2,5,4
S7940513S,8,0,1,6,3
S7176346F,2,0,5,7,1
S6112083N,6,1,3,5,4
S8680466K,8,3,2,5,0
S5974050H,1,5,4,0,7
S6860944Q,5,1,4,8,6
S4166613S,1,0,5,6,7
S5550314S,7,6,0,5,8
S7125416O,8,5,7,1,3
S6784042D,2,0,5,6,3
S8426374G,7,4,0,8,3
S6766493N,2,6,0,8,5
S8318155F,2,4,1,0,8
S6773577G,0,5,8,6,1
S6902336C,4,1,0,5,6
S6961362Q,8,2,0,1,6
S7069872F,6,3,5,7,8
S7392177L,5,1,0,7,8
S6488406H,6,5,8,7,3
S6404765A,6,2,0,4,3
S4321298O,0,6,8,4,3
S5748669N,3,7,1,6,4
S6775277Q,0,3,2,8,6
S6594598P,6,8,2,5,0
S6691569E,7,5,6,8,2
S8469934J,4,7,0,8,1
S6888630B,5,8,1,0,7
S9802053H,6,8,1,0,2
S7243624E,6,8,0,5,2
S5493945G,8,7,1,2,6
S6744459U,0,6,8,2,1
S7276075N,6,8,1,5,2
S7617804L,3,5,7,4,6
S7090255B,7,3,6,5,1
S7339205Y,6,1,0,2,4
S6493650R,5,4,2,3,6
S7499334K,2,4,7,8,3
S6447301F,3,5,2,7,1
S7927581F,6,7,2,8,4
S7454996R,1,3,6,4,2
S9618217K,1,4,6,2,3
S8334029A,1,8,0,2,6
S7276814E,8,1,2,6,5
S5766849A,4,1,3,0,2
S7296053W,6,0,8,4,2
S5833115K,0,6,3,2,1
S8125604K,5,0,4,6,8
S7736223J,3,7,6,4,8
S8610713C,1,7,8,5,2
S4508849V,7,8,6,4,5
S8356495B,4,1,2,6,5
S9146702U,1,2,5,8,0
S6852141D,4,6,1,5,8
S8341796T,5,1,4,2,3
S9554079G,3,2,6,0,7
S7454939K,4,2,7,5,3
S7805650K,5,0,4,2,8
S5559753A,6,1,8,5,2
S6788743A,0,2,3,1,5
S6525830K,4,1,6,8,0
S9883245V,2,5,6,4,1
S7820769C,2,5,8,1,7
S8698171F,8,1,0,6,7
S9383707I,7,3,8,6,5
S7344784N,1,8,2,6,3
S8552620F,1,0,3,5,8
S9104398L,1,7,6,8,3
S6643132W,6,2,7,1,0
S4554141I,6,2,1,7,0
S9273958G,8,3,6,0,1
S6556142N,3,6,0,2,1
S4110561U,1,5,2,8,7
S5932966R,8,4,5,0,1
S6478774H,4,1,5,6,2
S8841750N,1,6,7,3,0
S7262263X,8,0,6,2,1
S6537576Z,1,6,3,7,2
S8132033L,5,2,6,1,7
S5059481D,7,3,2,8,6
S6778325H,8,6,0,2,7
S6220791N,2,1,8,5,7
S9006394E,6,1,7,3,2
S6662156F,2,5,1,3,8
S6533400R,6,7,8,3,0
S7404041H,8,4,7,6,2
S7391944V,2,0,6,1,7
S7367568W,8,0,1,6,2
S8660499Y,1,3,8,5,6
S9542519T,6,3,8,5,1
S7617261U,0,4,5,8,1
S9816851T,0,1,6,8,4
S5633775E,2,1,3,8,7
S8256858U,1,6,7,5,4
S6459227F,5,7,3,2,6
S9245721S,2,0,3,8,5
S7413567U,0,6,2,4,3
S7172551Z,3,1,7,5,6
S7782109V,3,7,8,4,1
S8925778N,8,0,3,1,7
S9791681M,6,3,5,1,2
S6951440W,1,0,8,3,6
S6073465A,3,1,7,4,6
S6505581J,3,2,0,5,6
S8435459Y,8,7,0,1,3
S9076659N,1,6,2,4,7
S6914402S,5,3,4,8,1
S5458942P,7,6,8,2,4
S8538436H,8,5,2,0,4
S9380403B,3,2,1,5,4
S4757718R,3,1,5,8,4
S5776755Z,3,1,8,7,4
S6414142M,0,1,5,8,2
S7021841D,1,4,0,7,8
S5890142Z,7,5,0,1,2
S7085697Y,3,7,1,6,5
S4394216H,3,8,0,1,2
S8549702X,1,2,5,6,7
S8928263S,3,4,6,1,7
S4544988F,0,7,5,2,6
S8334570K,5,4,2,8,1
S7262386O,0,5,1,6,7
S4937309G,0,3,6,1,2
S4139975A,1,2,5,6,7
S7493735G,7,3,8,2,0
S9039551H,1,7,6,2,5
S6351173B,6,2,8,7,0
S5758739A,1,4,7,0,5
S7801661R,5,2,8,3,1
S8596451U,5,0,7,2,1
S6617950N,8,5,6,7,4
S6677997I,1,2,3,5,7
S7193909I,3,7,8,1,6
S4121238C,1,7,2,5,6
S6148448H,8,4,6,0,1
S7679509W,2,4,3,7,5
S6904575N,6,0,4,1,5
S8124997Z,0,5,3,1,2
S5252295W,8,1,5,6,4
S7051181N,1,7,3,8,5
S4559855U,2,7,5,6,8
S4823962S,5,2,7,8,0
S9115895W,6,2,7,1,0
S6478487B,8,2,7,5,4
S9754502Y,8,6,4,5,2
S6344251D,6,7,4,2,0
S6429267A,6,2,7,0,5
S5096125N,0,2,3,5,4
S8176949O,5,6,7,3,0
S5461391Y,4,2,3,0,8
S7164572S,3,1,5,8,6
S8455640P,1,7,8,3,2
S6683271A,1,7,8,2,5
S8088175Y,4,6,3,5,1
S6519917Q,2,3,1,5,7
S5672353M,2,3,1,5,4
S8194961K,5,1,3,2,0
S8533131W,4,2,7,5,1
S5321460X,8,5,1,6,4
S6632002B,0,5,1,7,6
S5600909V,6,0,7,2,5
S6938811S,1,5,2,6,3
S8149190M,1,6,5,0,3
S5704994E,1,8,3,0,7
S5945090N,0,1,8,4,2
S7198813T,7,8,2,1,0
S5385231S,6,8,1,2,5
S4500197D,7,6,4,5,2
S5672868G,2,0,8,3,4
S7204554L,1,6,8,0,2
S7304853R,0,5,8,6,1
S9850661B,1,8,6,7,3
S4436121Q,1,6,4,5,7
S6562305Q,3,2,0,5,1
S9709883J,1,6,2,4,5
S8897218B,3,8,1,7,5
S6243448F,4,8,5,2,7
S5793873Q,1,7,0,8,3
S4398515V,7,3,0,8,1
S4514410G,7,5,2,6,4
S7328719K,8,0,4,1,7
S7743663B,7,3,0,1,8
S4424202F,4,7,1,5,0
S4998486D,0,8,1,2,4
S7352394L,3,1,8,6,0
S5986900X,4,0,3,5,8
S7984468W,8,0,7,6,1
S8836236Q,5,1,0,8,7
S6792247L,0,3,5,8,6
S5556523G,6,0,1,8,7
S6117891M,2,6,3,4,7
S4356181Y,6,3,4,0,8
S7034062K,1,8,3,5,0
S5364738G,0,2,8,1,6
S7252823K,8,2,6,0,5
S9012606V,7,4,8,1,2
S7078845N,3,0,8,5,6
S7965205E,8,3,7,0,2
S6540367H,5,6,2,8,4
S9643054K,0,1,5,6,8
S8821706X,6,3,7,8,2
S4934424J,4,3,2,7,8
S4977050Z,4,6,8,1,7
S7455395Y,4,0,2,8,3
S7192787O,3,7,4,6,8
S4981286T,7,1,2,3,8
S9491175T,1,6,8,2,0
S5091045I,3,2,6,1,4
S6732587V,2,5,0,8,3
S9265668I,3,6,0,1,8
S7407942Y,0,1,6,8,3
S5949087G,1,8,4,5,3
S6732376U,1,3,6,0,8
S9437956B,8,4,1,0,2
S5144491Y,1,3,8,5,0
S7625407K,3,6,7,1,2
S9774125Q,6,5,2,1,4
S7461896R,2,7,4,6,5
S4154136Y,2,1,6,7,3
S6552330C,6,2,1,0,4
S4317786W,8,0,5,1,6
S4163554X,1,2,6,7,8
S9335348M,2,7,1,8,3
S6301093T,5,7,6,0,2
S5173004E,6,8,2,7,4
S6723026H,8,3,6,1,5
S5606013L,1,2,7,0,6
S5713246O,7,1,8,3,6
S9681018M,5,0,8,1,4
S6499628R,5,3,1,2,7
S5766286P,1,7,0,5,6
S9601311F,8,3,0,6,1
S6365579Z,0,6,2,4,7
S6812713X,8,1,7,4,3
S7055579P,3,1,2,0,7
S7093500T,3,6,8,1,7
S7129443R,2,7,5,6,3
S4605156D,2,6,5,8,1
S9554464X,7,0,2,6,3
S4570468P,7,1,5,4,8
S6039155N,6,1,4,3,7
S5569935Y,0,1,7,6,4
S8377732F,7,1,5,8,6
S8781211B,8,4,3,0,1
S5893291Z,1,6,7,2,0
S8711266Q,3,0,4,1,8
S9419593E,6,2,8,1,7
S4000536R,1,4,5,3,2
S5597281M,4,1,6,5,0
S4494584H,4,7,0,8,5
S9298766N,3,0,1,2,8
S8828111L,1,3,7,0,6
S7100020S,5,7,3,0,8
S6853674J,0,8,1,7,6
S4677744V,2,6,1,5,3
S6789594P,5,8,0,6,1
S6782295B,5,0,2,8,1
S4358141U,8,7,6,0,4
S7854424O,5,6,4,8,7
S5849952A,7,1,6,2,8
S8859435O,8,1,5,6,7
S4271873C,4,5,1,8,7
S6913814N,3,2,0,7,5
S4104514K,5,7,1,6,4
S4754171I,6,3,5,1,7
S6155935B,1,8,5,7,4
S9852497L,4,8,0,6,2
S6552618O,6,2,3,8,0
S9818884C,8,4,2,1,6
S4536996U,7,1,6,5,2
S6099697J,7,1,6,3,2
S7782030I,1,4,7,0,3
S7070085Q,4,5,0,3,1
S8454483J,7,8,3,1,0
S6582531C,6,0,2,7,5
S7631236G,7,5,8,1,6
S6024929B,4,6,3,8,7
S6741161G,3,6,2,0,8
S6046725Z,7,2,3,4,1
S5509162F,8,1,7,0,6
S9183747V,7,1,2,6,3
S4836661I,5,0,4,7,6
S4047891M,1,6,4,2,3
S6631794D,7,5,6,0,2
S6778358D,1,4,3,8,5
S7429623K,2,3,8,0,5
S6932393D,6,3,1,0,2
S6063129K,4,7,3,8,2
S6972794A,0,8,7,5,6
S9621794W,1,6,5,4,0
S7128837P,0,2,3,7,8
S4039165K,7,1,5,4,2
S4217359U,5,4,8,2,7
S6908107W,0,1,2,8,6
S9153776Y,0,6,8,2,7
S4246961L,4,5,1,8,2
S6642265F,1,5,0,7,8
S7856957M,5,2,4,8,7
S6611755E,2,6,5,7,1
S4961953H,0,4,3,6,2
S6831476V,8,3,2,1,0
S9747814V,1,2,6,5,7
S4507971M,5,4,1,8,6
S5084190P,0,3,4,5,2
S9757484C,6,1,3,7,4
S6562155T,0,6,3,2,1
S7217810U,7,8,2,5,4
S4533112R,5,6,7,2,3
S6485567K,7,6,2,5,8
S8784929V,8,0,7,3,1
S6460724A,0,8,2,5,6
S5157131U,6,1,8,7,3
S4186427M,1,6,7,2,5
S9829032W,5,8,1,6,0
S4569183T,2,6,1,7,3
S8903176E,4,5,8,1,2
S7435740S,4,3,6,7,5
S7225145L,6,8,0,7,2
S4426809D,4,6,8,0,1
S7186274Y,7,8,4,3,6
S4979473O,0,1,4,2,5
S8269805D,4,6,7,0,5
S7470937D,6,2,3,8,7
S9164132C,6,1,0,4,8
S8215661O,0,6,8,5,7
S6385323J,6,2,7,8,0
S7934172H,7,8,3,4,1
S9555354Q,8,2,4,3,6
S5476877E,8,7,5,1,4
S7361337V,6,4,1,0,8
S5087251W,3,5,1,4,8
S6649469C,2,8,0,7,5
S8393782R,5,1,7,2,8
S9695022I,4,8,5,0,1
S5812755M,8,7,0,6,1
S8487713T,8,7,1,6,4
S5139611I,1,6,2,0,4
S7030206B,3,1,4,6,7
S4539684G,3,5,7,0,6
S6763408Q,2,0,3,8,5
S7309158S,8,7,0,2,6
S8829896D,6,3,1,0,2
S4377281Z,3,5,7,0,1
S6105106G,6,3,2,0,5
S5783942F,8,4,1,6,2
S6552417X,8,2,6,4,0
S6543361T,1,3,0,6,2
S7163145V,3,7,2,4,6
S5310889B,8,6,7,2,0
S8675948W,8,5,1,6,2
S9596182K,6,2,8,4,3
S7208876W,8,7,0,5,2
S6610440F,2,0,7,3,1
S9766694T,6,1,5,3,2
S7168926H,7,8,2,5,0
S7612688E,1,7,5,0,2
S4735902M,4,3,7,6,8
S4707769V,3,6,7,5,4
S8223867A,4,6,1,5,7
S6546586D,0,2,6,5,1
S6537403S,5,1,6,0,7
S8731039Z,8,7,0,1,6
S8153777Q,1,3,5,2,8
S7289617H,8,5,6,2,1
S4344976U,2,7,0,5,8
S7088539Z,5,8,7,3,1
S7411933A,6,7,2,3,0
S6304805G,6,7,2,3,8
S8831934O,3,1,5,7,6
S4155325K,5,1,4,6,8
S5962140N,8,1,4,7,2
S8155090B,4,5,2,1,0
S6886604V,8,6,1,7,3
S6610503K,2,5,3,7,0
S6658994W,0,3,5,1,7
S7335373I,6,1,4,7,0
S4894563C,0,7,6,3,5
S6645101W,0,7,5,1,8
S7361243S,1,0,8,6,3
S4531530T,2,6,7,4,5
S6806975Q,1,4,7,2,0
S6778290F,1,2,3,0,4
S5010975Q,4,6,2,0,7
S6035419S,7,3,6,4,8
S6607022O,0,5,7,6,8
S6223617Y,2,8,3,0,7
S4898158K,5,7,6,0,2
S6817315B,1,5,0,6,8
S6853255U,8,5,7,4,6
S8002336R,4,6,1,3,7
S5432857R,8,7,3,6,1
S8174098J,1,5,2,6,3
S5096136X,2,6,3,5,4
S5722290W,1,2,4,7,3
S7805913M,3,5,6,0,7
S6102620R,1,0,5,7,8
S9177663Z,1,6,4,8,2
S8714661J,1,4,3,0,7
S9020851Q,1,8,7,4,6
S7623994E,4,8,2,5,1
S6850463J,8,2,4,7,0
S7492891D,6,7,2,0,3
S5865830E,6,1,0,4,7
S9227408F,6,5,8,7,0
S4042090Q,1,4,2,3,5
S4549061C,2,6,7,5,0
S8668573A,5,6,3,8,2
S5200316P,5,6,7,1,0
S8342478R,8,6,2,4,5
S6633718L,5,4,1,3,6
S9887967J,7,1,0,8,5
S4821589F,5,7,1,0,4
S6865204L,1,8,0,4,2
S8350925K,4,1,2,8,7
S8286607Y,0,2,4,6,3
S7245874L,6,8,0,7,2
S4375143R,0,8,3,7,1
S5492107N,7,5,2,4,3
S7167719O,5,6,2,7,1
S5311574S,4,8,5,0,2
S5055067U,6,4,5,0,2
S6275473K,7,2,4,8,1
S7460296E,2,4,7,8,3
S6852141E,1,8,7,3,0
S9608986L,1,8,0,4,2
S4155962D,1,3,5,6,7
S6588321H,0,1,6,3,7
S9487098H,6,4,2,8,7
S7783882T,7,3,6,2,0
S6201046T,8,4,2,0,1
S8115652U,5,8,0,4,1
S5375606U,1,7,8,5,4
S9200954H,3,8,6,2,1
S6457592A,0,7,5,3,6
S5057392E,8,3,0,5,4
S6260998E,4,1,6,2,8
S9591890A,8,2,6,1,7
S6786194C,0,3,1,2,5
S8322260Z,4,1,7,8,2
S7982637O,6,0,7,1,2
S7318543T,2,8,1,6,4
S6552416F,6,8,2,0,3
