NRIC,recommended_page_1,predicted_time_spent_1,recommended_page_2,predicted_time_spent_2,recommended_page_3,predicted_time_spent_3
S7137950P,8,13.397221666205,2,13.1230633887129,0,12.7910768348377
S5371785K,7,11.0245617127246,5,10.2039475127693,4,9.96375373301871
S5957628V,8,10.519591004588,3,9.85590245526604,0,9.63100233318398
S5852158J,1,9.8817811845951,0,9.50694515050658,8,8.55210165216501
S6557202D,8,13.5901209414333,0,13.2353148496637,3,13.1369109826818
S4208075B,7,11.7567647251874,8,11.5062423489181,5,10.8583825317341
S5138621I,8,13.957443113101,7,12.738881093292,4,12.5250744348921
S8551470K,8,13.8133888375035,7,13.1181816050015,5,13.0631247136496
S7648413G,8,11.7998112776474,7,11.3826747291528,5,8.83635269687718
S7035600R,8,8.62704966554312,7,8.06869462441363,5,8.0275735052017
S6167834Y,8,9.48673114657224,4,9.36013974261913,5,9.11658783808578
S5600909V,8,10.7728683699754,6,10.7343028454315,0,10.6041267828923
S9626475K,8,11.7605564057339,4,9.80745494876826,0,9.67560142196463
S6797132I,0,9.1956017188309,4,8.63313392042874,3,8.47570448287565
S6825093I,0,13.8206824753534,8,13.5878424089154,7,13.581746319972
S6933300M,0,12.0753160626448,8,8.62463863614421,5,8.58317949246858
S5743464V,1,13.0483372755032,4,11.6273358448373,5,11.4104536684132
S7907579P,0,12.1039368317182,8,11.7090042110771,7,11.4037048772537
S6403986N,3,10.5257252456682,7,9.37761232058178,0,9.2403921007863
S7326936K,8,11.1140714573759,6,9.19724972659995,4,8.98055222486953
S7427124L,4,13.5721729918385,3,12.7864807563115,7,12.1948524416765
S6625593G,3,13.5284318657358,0,11.3762636946684,4,10.7921552670672
S5313774J,4,10.1374890115301,7,9.2591458363014,8,9.23209964202501
S4887934B,4,13.465103987506,5,11.6476857582389,7,11.6165171601712
S6863627I,8,11.6433265370198,4,10.5966235600588,5,10.4150910443693
S5731526F,1,11.8315975411507,3,10.5215581304129,8,9.6431528973604
S6571670W,6,11.0985951073438,8,10.6095143366864,2,10.2455418214587
S7139753K,3,10.3842704978088,4,9.96224077650978,8,9.67119726185697
S7233875O,0,13.546242058448,8,12.280114983457,6,11.6910499100447
S4501753Y,7,12.1270242615085,8,11.2264078756234,4,10.9068355277145
S4287023N,5,12.1730644213891,3,10.8388305534958,8,10.5355605359012
S4042178C,8,11.1391936072866,4,10.4343016655821,2,10.200833622507
S5260115B,5,13.6973248392262,8,13.5198527284883,7,13.1149168051347
S4042090Q,1,11.5675373342026,4,10.9672144069714,2,9.23455862505735
S5562534H,8,9.74549974450528,0,9.59764617788608,1,9.0575040155719
S7047252C,7,12.4674935773327,3,12.3754000684931,8,12.1363522304797
S4502632E,4,11.940525144192,5,10.8482067521465,3,10.8411100526535
S7617345W,8,13.5157908373526,7,11.4394044007573,5,9.68871261371057
S6505546V,0,11.9803332434048,5,10.8455744873884,2,10.0805731661581
S7757210G,3,13.5068016272443,8,12.7551309559058,4,12.4911181411141
S8144773L,5,12.8072090483302,4,11.9696706857247,7,11.8427056422813
S9709883J,3,11.6798918069698,4,11.3175845689445,0,11.2435439093634
S6631510L,4,9.98567242450048,0,9.98208795821462,5,9.96414657269218
S5418390U,4,10.7188495926732,8,10.3996410328342,5,10.2340696523347
S9738876Z,8,12.6126711381895,7,12.3098870222669,4,12.061394162481
S6865738O,8,11.1929046763476,0,9.36490988709934,7,9.31545585774782
S8659671P,8,14.881307301215,5,13.1669090878514,7,12.3879278051887
S8538436H,8,11.711469975247,5,9.61909345915877,2,9.33588177480443
S7762229W,7,9.51538731651065,3,9.35261521877022,2,9.34252158391269
S8603378Y,8,11.0185074269185,5,10.6210072528818,7,9.40165909070318
S8673076G,8,12.7177495591508,7,11.2359385873292,5,10.3672350682652
S4664807G,5,11.0969157952837,8,11.0435245003016,3,10.8782776586607
S8321441O,0,12.0025644592463,1,11.1938143646981,8,10.9967189504802
S5413969B,7,12.0491547485367,8,11.2079923165317,4,10.6553448157896
S5973251P,8,13.6396421774087,7,12.2590225920542,4,11.8514648751728
S7468669Y,7,14.1537756384407,4,12.7785823268412,2,11.9781226447307
S9235114Q,3,10.3193121974346,0,9.54201819528287,7,8.73720180236685
S4624875J,8,14.5229787183011,7,12.9349069001676,5,12.6318531508347
S5244673W,7,11.746120197868,4,11.104528192958,5,10.8111229179695
S7066922T,3,15.3775517478186,0,13.9193370821152,7,13.8295102187607
S7485163L,1,11.0659614928276,3,11.0581426895112,4,10.8699171926381
S7958144A,0,12.7636620569575,7,11.7931733224569,8,11.6832525135892
S4498841V,4,14.0028386118388,5,12.4301889023586,8,11.8106101921657
S5047779T,0,9.0794395373066,3,8.94694508891298,4,8.88563248493968
S7782030I,4,9.32836054766261,1,9.17981649846205,7,9.0542038272698
S6341966H,8,10.5781483451546,7,10.3907700468236,0,9.63565094898983
S6894231Z,0,12.9594882247103,8,12.2990418768287,7,11.8192734073369
S6957008A,8,12.0252346696652,0,11.8122472621613,4,10.8464277212939
S5751905B,7,12.1667461950512,3,12.161714343286,1,10.5230794820862
S8342478R,8,14.0068941378959,5,12.1480063456297,7,11.4405140907139
S9898467T,0,11.9242853620166,8,11.8771939129501,5,10.8998579703085
S5975366S,1,10.3427126939218,0,9.72136027903916,3,9.66792946095091
S8918294W,3,13.5780223496342,4,12.4974805858028,5,12.2768066898099
S6179275O,8,9.2394203421445,3,9.07371639401502,0,8.93404792119147
S6913633D,0,12.412655458123,7,12.2608050628467,6,10.9853912674627
S6861290E,0,11.9525429008624,8,11.7357370785785,7,11.532680496203
S6042989T,8,11.2121800997969,7,11.2116327614049,4,10.0698935621023
S9075049L,3,13.8413946641573,0,13.3765708718299,5,13.1000356282073
S6427211D,7,11.4303220356129,3,10.9366599783899,0,9.87251021446531
S7097724J,0,13.4369012647441,8,12.0542432875308,3,12.0208482798815
S5050668D,0,14.2338329007973,2,14.2182760709846,5,13.2158052193502
S9491236G,3,12.4021238823461,0,10.5228672700932,8,9.78579562871018
S7951856N,0,10.5544370488241,7,9.49945698676495,8,9.381135905659
S7869107L,5,9.83726456197647,2,9.27520408713446,0,9.12934003310762
S8364270X,5,12.1510353798881,8,12.0247317822383,0,11.8333639131268
S4637313K,8,12.720807432653,6,11.9244666049048,7,10.5444076086566
S6459730T,7,10.2472978924867,3,9.32953297621835,0,9.21134036363335
S5052830D,7,12.6028105829898,5,11.7836812385594,0,10.4198180297559
S8499594B,7,13.3022843636179,8,12.4110859289983,5,11.5215019172904
S9188347P,8,10.2695747141172,2,10.2020476805828,0,9.96722644094113
S6444659H,2,10.2439337281569,3,9.64992199449803,7,8.87517656700462
S5986900X,3,15.0959436272099,4,14.6164827138295,5,14.5048278276446
S8042685O,4,10.20495708295,3,9.54247762449421,5,9.43415178988876
S7255513T,8,13.6203534289408,0,13.6148114319209,5,13.0487819968067
S8917364G,3,13.0209765374196,8,11.4606988448836,4,11.3457229391771
S7151584B,0,13.8583042688771,3,12.5797316769308,7,12.5432006560669
S5376488N,7,10.9659682127355,5,9.45746756309364,4,9.01145450174215
S9255564A,0,11.2803426991381,3,11.2689047971997,7,10.7461992815991
S7277099R,8,12.649241588478,2,11.2232921273415,0,11.0298528274151
S8332965T,8,9.31047030993895,5,9.06285788734698,4,8.63205993100713
S6408313U,7,14.0945597188317,4,12.9628448147175,3,12.3118676959207
S7296694B,8,11.0064943392983,2,10.1453408156044,0,10.0789779889347
S9541522P,2,10.355659464456,7,9.88714563342714,8,9.59983666534363
S6909458P,0,12.5503986383663,3,12.0512000965686,4,11.5600606669195
S9188167O,0,14.4555018111266,7,14.3646086612499,5,13.3356692135012
S6811986W,8,14.1419959647535,7,12.0964957182706,0,11.4405617577252
S4536996U,5,11.9272626616625,7,11.7714614646597,0,11.5926959541321
S4198211M,8,9.80631579824971,1,9.69920362664571,7,9.68348087483834
S7499334K,7,10.2073503122171,4,10.1730376844013,8,9.76058341857715
S8931688U,3,11.5395041019335,2,10.9632727092118,8,10.1357951934006
S7128837P,0,13.3412071914591,3,12.0884440774549,8,11.6635898011603
S8283968F,6,11.5643303282927,0,11.5157902020373,8,11.1301520314893
S8195362X,0,9.68737811527371,4,9.66115523283561,2,9.44466957921454
S7119118C,8,14.0798504495112,2,12.8283856364489,3,12.4577912476561
S5252051H,7,13.1416574787571,5,12.1532517188861,4,11.7736730843363
S5776755Z,1,9.95308846014628,3,9.86605064419976,7,9.26958163147461
S7389356Q,1,12.5008154928211,0,12.4489164077902,8,11.9425400143698
S9562992J,4,13.2586801265565,2,12.8001031638697,3,12.1584493064638
S4102962R,2,13.1095091633155,1,12.7943267776058,7,10.1945467863716
S4218610E,4,13.1888421124826,8,12.6506778236551,5,12.5125800063595
S8174343Z,5,10.553578668965,0,10.3242474906175,7,8.91271375406274
S7642046J,7,12.0689284737413,4,11.8844183820851,8,11.0506168235545
S5999416N,8,12.5055555361191,0,12.2154478541559,5,11.9929292679691
S5269915I,5,11.6916550879994,7,9.34235728391817,3,9.10462611109044
S6679701D,3,9.98793925972763,4,9.95763229915456,5,9.73979879900496
S6728562T,8,11.1350661249442,3,9.57716540155815,0,8.76677397765149
S6446109I,3,13.1342293322068,0,11.1967356636153,1,11.1959828206339
S7997145Z,0,11.2452446899947,8,11.223676123863,4,10.0630213417622
S7476718P,8,10.557442131694,7,9.67974530793535,3,9.36788000849943
S4850502A,4,11.9737561905726,5,10.2559165775086,8,9.62858635334232
S6649325I,3,13.6010624946702,0,13.5577194307475,7,13.2981276252333
S7162455U,7,12.6080180718514,3,12.3274302907681,8,12.1365474051371
S5281772K,7,14.0675067783705,8,13.3189747235219,5,12.0911411809118
S9476494B,0,10.0534071689543,3,9.10765202812659,2,8.95454358487962
S6646928N,3,13.6637451979929,0,12.943940086878,8,12.7621488820995
S4235739P,4,12.9899402628796,5,12.4345308534194,8,12.0413325676974
S8811201Z,5,12.3983129896187,8,11.5995142430457,7,11.54590736417
S9319703R,4,10.8204587170341,3,10.6224797716641,7,10.2116258201713
S6317370M,7,13.8946729349964,0,13.2127292787147,2,12.9976051888323
S4809138W,0,11.4367053365147,7,11.269721489276,5,10.9595056833739
S4218230Y,4,13.9045519501384,8,13.1576069913188,3,13.0696505612547
S9464849S,3,11.6021982481965,4,11.4643184832573,8,11.3199048451304
S6545749C,3,12.5772309388805,0,12.2579453144779,8,11.4098062512173
S4071343C,3,10.7170936193551,1,9.82642244498916,4,9.80177976968579
S5823543O,8,13.2256692981295,7,11.1700215005385,4,10.6129285163394
S4312193C,8,11.3613774953624,2,10.9673180112999,4,10.5263697555668
S5240044V,8,9.59987325854178,3,9.30960516484573,7,9.23556290618456
S8024925I,4,11.9099092535744,6,11.7869058570482,0,11.6667650698401
S6322621P,3,13.9048115584411,5,12.8953236650172,0,12.6179727674275
S9803490M,4,10.1289437776941,8,9.68676610643353,5,9.42912585574624
S8176012R,5,13.5768949797495,4,12.0777184633192,0,11.6802627779259
S7289983F,4,12.2831275783129,8,11.9183331065275,2,10.850040657155
S4714044H,7,12.2819380648837,3,11.5232713790019,8,11.2310647831246
S6453674J,8,13.3628711045222,3,11.1950213287377,7,10.9231779825768
S4950676A,4,13.0797228465955,3,12.4250239221017,0,12.0477098151002
S7325518I,0,13.904828834192,2,12.032654376123,7,11.8654783052894
S7998244O,0,11.5358671824672,4,10.2916938894199,8,9.21666213018271
S5623780G,8,9.89042390431679,2,9.7133027171098,5,9.45998796459477
S5493463N,7,15.2512706148899,8,14.8140981351373,4,12.6779516999998
S8110451K,5,10.0801312439685,4,9.74524236044455,0,9.36457206154893
S5792048I,0,9.15095979773891,2,8.86932677698844,1,8.76413169556073
S9021503S,8,9.14469779265104,7,9.060868292691,4,8.3465019941332
S9824222V,4,11.5407062809895,7,11.4801682094353,8,11.3759501496742
S9513430S,8,8.22796274088805,2,7.95948732013083,3,7.84236990093358
S6505289B,8,11.0886420859014,5,10.8838274361154,3,10.3375225924859
S7084595Q,7,12.795418046019,8,11.2776571312409,0,10.0099585642599
S9451919V,8,13.8999740386006,0,12.8968105499808,7,11.9644740107865
S4939016K,3,12.5606462757101,4,12.3291863661752,0,11.9745234451622
S4733284A,3,9.59886112465286,7,9.40565516681426,5,8.64991902418483
S5345914G,8,13.2695492763811,4,11.9215550632473,5,11.783279032116
S6551735B,5,12.5464254470858,2,12.2668069212109,3,12.0403539799342
S6773206M,8,13.194713499852,2,10.8019018405694,1,10.4975903798936
S6669758V,0,11.7208640157516,3,11.5954340154785,4,10.2242827166225
S4853329G,0,12.0966656366527,7,11.8454698315079,8,10.8943445159344
S7721861L,4,13.6170766714516,7,13.2420497638919,0,12.9263172485122
S9636995U,0,12.9858898193619,8,12.6844232589661,5,12.6030558391362
S6773878Y,2,12.3280118665006,3,11.5789320620704,8,11.1221653009099
S6834158I,0,11.4718016337454,8,11.2349174917528,7,11.0099955349628
S5375606U,8,9.73046352761807,7,9.39056802533676,4,9.24813235190284
S9270443S,3,9.23976971689902,8,8.15162770396672,0,8.12614353127715
S4585863M,5,9.77598331046344,2,9.05887407789706,7,9.03446572988401
S4981242U,0,9.70131308722134,3,8.91361016210428,7,8.43751890750895
S6914402S,5,11.4349364155839,3,10.9152626262224,4,10.4194496843932
S5767611N,7,10.0072593822792,8,9.96932322104593,4,8.62450149897286
S6438797G,8,15.0241350521143,3,13.4741679286367,7,12.9335367122722
S9508001R,7,13.1893334017696,0,12.4879371980933,2,11.5704435196251
S6155935B,8,10.422490544824,5,9.63666344542706,7,9.4146152050723
S9827663T,8,10.8288000977896,7,9.37032175437789,2,8.4747061349977
S7804861O,4,13.7185473495029,5,13.0277022766141,8,12.8375644586085
S9192637W,2,14.8057610694923,1,12.7769858705657,3,12.3481968122024
S6005438J,7,14.3695524727823,4,13.2577941014754,3,12.8684246759415
S6761156J,0,10.8338890145799,2,10.2831061166006,3,9.74201500640588
S4470635Q,5,12.9525627754699,4,11.254783700517,8,11.0634072901346
S9386694G,7,11.4063222590373,4,11.0469036610174,8,10.9461121608376
S4618266I,5,13.4906239652976,7,12.8422514426624,2,12.0098588742284
S6977674T,3,12.4414331147187,0,11.6179349650985,2,10.1014940202915
S4794563H,7,11.4962845323725,8,11.479290410942,3,10.1965119229326
S5061774W,0,12.3579500846098,3,12.056687833434,8,12.0058983397386
S7644286Y,8,11.9667685274379,3,11.1955860605522,7,11.0680308689635
S7464473E,3,12.3557655042932,4,11.7529449627271,7,11.4228020635467
S5760992Z,7,12.6210471025386,1,11.4654147280101,3,10.9448854258503
S7847963S,2,12.541042257269,8,12.5353175617366,5,12.3855316762135
S6507379Y,5,9.94913123148213,3,9.43521555839887,0,9.29332635938322
S9656136S,0,12.6694134285104,5,11.2434186657416,8,11.199212538075
S6946871Q,0,13.3668659711143,2,12.5762906082328,4,12.5046557453972
S5945090N,0,10.9694622699376,8,9.98148351014875,4,9.30392873761449
S5576057P,8,11.9378938224597,7,10.8509809246921,0,10.6503113538479
S6228535V,4,10.2111826842401,8,9.65570948500833,3,9.04003010206968
S9353106J,7,11.2066155302642,8,11.0994447322905,3,10.6425400991728
S7464649H,7,12.0948173433926,4,11.841795092756,8,11.3535633513845
S8969515E,8,14.185927181405,3,13.4887782931184,7,13.4419129697702
S4234290X,0,12.7969758167345,5,12.4605383570564,8,11.4515029118199
S6819230S,7,12.356698718158,0,12.1525921077722,8,10.9170503021924
S8899151D,3,10.7989564489822,0,10.7529137754177,7,10.517843905935
S5722290W,2,12.5588995048095,7,12.0004937687908,4,11.7479632466569
S8726511U,8,11.23627088891,4,10.6262177271576,0,10.2476041804174
S6606744G,3,12.8223428781358,0,12.1030709998564,8,11.9188043632249
S6753102J,3,13.7099562880339,1,12.7933900096563,2,12.7802721827919
S7184566T,3,12.7047432466493,8,12.6754442493661,4,12.1669082334335
S6472133A,3,12.3332095966843,0,11.1909705845483,2,10.1580302898094
S6269018Z,8,11.3300209395478,7,11.0370124355179,4,10.6775167262761
S8020361A,8,12.6899908339575,2,12.5802137450894,7,12.5786120513961
S6338632Z,0,13.5025454895437,2,13.1565332549906,8,11.9368111963821
S7465167N,7,12.0353080289093,3,11.9201687184353,4,11.764313136543
S6475552H,5,12.7362245589551,7,12.6552008212385,8,12.3321317312016
S8235865M,4,14.6802011246211,5,12.5492851714159,6,12.2566861132987
S5322406I,8,9.86620280892472,4,9.37605317393877,5,9.2437092725585
S4633691O,5,11.1166468941802,0,10.9215302301001,8,10.3011206773729
S6881625Q,7,9.83575705198724,0,9.17643581438473,5,8.87667044173115
S4416150P,4,12.5217980746075,7,10.9638626497036,0,10.8299474089008
S8846800F,5,11.9080897169185,0,9.36954882443466,7,8.84941968629439
S6006015E,4,10.8238540975063,3,10.3754767114183,8,10.2825308509544
S9295908L,3,12.6241778050219,5,12.1999520330923,0,11.9651509707275
S7143822R,4,15.224865288534,8,14.399228842135,2,13.6804052929531
S6982877J,0,9.96358511302975,3,9.78314079759688,5,9.39122083726351
S7920769A,0,14.1836254436507,2,13.5757639630285,8,12.7321137714706
S9391976K,3,11.9210687512309,8,9.42989932948956,2,9.28743581314899
S6047363X,7,11.0554642007606,8,10.9327648805024,3,10.315946923921
S7197650M,3,12.0029774855275,0,11.5014932233524,8,11.1219572655844
S6420604E,3,13.5751765939446,7,13.2967827435887,0,13.2281805783379
S5472823M,7,11.3296843542363,4,10.6428683073144,3,9.76239329456842
S8198010M,5,14.2540888057038,2,12.1407190943134,4,11.8865013405764
S6640011O,8,11.914757959238,3,11.6984885259468,5,10.8279528246752
S8769582C,0,11.4424597258475,7,10.2443697120504,3,10.1160683495497
S9678332F,3,12.1187897746624,5,11.4477640514846,0,11.4366317101559
S7040198V,3,13.0707013561374,7,10.7562443147142,0,10.3267610018158
S7600005A,7,14.2049907105639,8,13.4085304055108,3,12.5402094106469
S9774398R,4,10.1278475013459,8,9.47351829186398,5,9.2987084618247
S6232344U,8,11.90232569358,4,11.3201491285072,3,10.9929487235427
S7144434D,7,11.4585661706708,2,10.1207391404441,0,10.1002111668949
S5521404Z,8,13.8894623242627,0,12.0248490790064,7,10.9869924103351
S9472953R,0,11.6477076928712,8,10.0764400534906,5,9.71265136666961
S6868335M,8,13.82774337515,7,12.8944003372014,5,12.7993407082694
S6940785Z,0,10.6546630464667,7,10.3791075698026,5,9.36208082694008
S6598349K,5,11.5449843201609,0,11.2139764063706,8,11.2022688702453
S7669279X,8,14.3707154921411,7,13.3029490368166,3,11.6584289683318
S4720088M,7,9.80700837749058,3,9.3917331880329,0,9.15166547941845
S8271953Y,4,12.2231158913537,0,11.5052054335526,8,11.3374269188067
S8955049O,3,11.4245500199577,0,11.0192316635047,7,10.4313060117233
S6313521A,0,13.4740130950703,8,12.6617262644076,4,12.4187879657327
S9695804Y,0,12.542571036685,8,12.3011224359909,4,11.8346112266416
S9528441W,0,9.55130715469528,8,9.27436237270778,2,9.12163423075847
S6963368S,0,13.5529162937299,3,13.3791508162392,5,13.0010971439982
S8757239V,4,12.0194989292178,8,11.8564033943724,7,11.774551641859
S6439190G,3,12.2266310792167,7,11.6106147426694,0,11.2197018771645
S7238345E,8,12.2158590605307,0,11.9502146794048,5,10.9278140254959
S7020125X,8,13.468311042846,7,12.6164379670298,3,12.3847423894501
S5130903A,3,11.4574673001975,7,10.7947606712785,8,10.5807840816111
S7054633Y,0,13.5899415323266,3,12.5693731611412,7,12.0974404669882
S6538449E,5,13.7079915193886,4,11.3974415258605,2,10.5229083171797
S5096136X,8,12.8382232072017,3,12.7878619731699,7,12.1040339683908
S5180885B,3,10.7032055724861,4,10.0703090091099,5,9.77951724924292
S8377269T,5,12.5996738306282,1,11.3301584897,4,11.1940161049821
S6417602T,3,12.0793246532012,8,11.7025772530296,4,11.1574685729835
S7212852Z,0,12.6511320004392,8,12.2900331713115,7,11.7723317049154
S8487819Y,7,13.3903836197789,8,12.8608929997905,3,12.2123953922167
S7429754X,0,11.3181595339314,7,10.7397326803364,4,10.2792493807979
S7743158C,8,9.28563180476257,7,9.01221641122464,4,8.44211882522118
S9865641B,3,10.304467033778,4,8.09869062039534,2,7.66252612025047
S6661711L,3,12.6692020085891,4,11.9879720689644,0,11.9769600615152
S6188378I,8,12.4169536915308,5,12.0132566664438,3,11.7345756748514
S9058207Y,8,10.8128523803971,3,10.77910528716,1,10.5301749688418
S7246478A,8,11.9950393053936,1,10.2723475134209,2,9.297571131122
S5272356C,8,15.431123603105,5,15.3095773335567,3,14.0553832481469
S4677744V,2,12.168985761407,5,10.8699319056269,3,10.2388551947916
S4840223R,8,9.75773935048432,7,9.63504112155869,4,8.53781276978858
S7084673B,3,14.9923619251958,1,14.2244830981267,5,14.1632145478962
S9250265W,3,10.3917781921368,0,9.90163618920775,2,8.8202332564647
S4256928U,8,10.3838461419913,0,10.032392532511,4,9.87500477340426
S7293234M,8,13.1925088860028,0,11.8616960650765,7,10.477715139146
S8136871T,5,14.5159322821712,4,13.2544054119674,7,12.6344782500858
S7632771W,7,13.0665840969554,5,12.6044320979388,8,12.4731979791443
S6932908V,8,11.3968659676935,0,9.46697155284915,3,9.41878610588463
S5539536T,8,11.6783107415972,0,11.3838153269076,7,10.9405313669551
S8914856P,5,13.3143739697504,3,12.4348421225725,0,11.485797174352
S7037611A,8,12.1297272292687,4,12.0354836448048,3,11.9458873257231
S6782295B,0,12.6343817428195,3,12.5546306801121,2,11.9544991771527
S6746736C,3,8.30402231582638,4,8.24803500116785,8,8.18208605410933
S6901084U,0,13.6379903194235,3,13.0188057609783,2,12.0557990406993
S9814875F,2,11.3124738875208,8,10.1963861770744,0,9.73218778226628
S8573883W,8,14.1798124841119,5,12.0745299880201,7,10.9037339516233
S9762154R,2,12.5296088554919,3,11.3446179896,5,10.5418016329556
S6777821N,8,13.555525083282,0,13.0087583182624,2,12.5643960612946
S5517230X,8,12.4120040328777,7,11.5204203555361,4,11.4751957965031
S5227976D,5,13.469822564377,6,11.6021726636784,3,11.3803914557445
S9852136N,8,8.78384021234793,2,6.42767582561486,4,6.39153994644211
S5138302P,8,13.3815359139844,2,12.5004551027295,3,12.4226317705963
S6734950W,0,10.6579122135331,2,9.27912205462042,7,8.73076860522657
S6921692O,4,12.6810019997994,3,12.6531066177232,0,12.6094174815627
S7449328S,5,11.0093362760897,4,10.7821309482954,3,9.28069701265136
S7028146X,3,11.1703903734755,1,10.9754359153093,7,10.9115178110073
S8334570K,5,13.1132775418017,4,11.710644150809,8,11.5404067926762
S6548272X,6,10.0945977587117,3,9.68341025924157,5,9.18736932807236
S5683014E,8,11.3814890680325,4,10.9377191751412,5,10.8234961175016
S6621540Z,3,13.2411910260224,0,13.2286415707696,1,12.7452654195492
S6899698V,8,10.9427809905756,4,10.051954277029,0,9.96245897532045
S6122214X,5,13.6128989885398,6,12.6654931346022,0,12.3464507136647
S8721722G,4,11.4149048289579,3,10.2541291673427,8,9.91838791438557
S8737945B,3,12.9650631620895,4,11.0290942862407,7,10.3125781320769
S6892566E,8,9.00844236852458,0,8.88343441602169,4,8.83901882708518
S6471616R,7,8.77709526528878,8,8.56403698494122,3,7.91057637284541
S6449416V,4,11.9157303350264,1,10.410272620557,7,9.93149169560863
S7455978T,4,10.8614675585282,3,10.8188667470321,7,9.69462471748573
S8015955U,3,13.5268753020254,2,12.9735941793504,4,12.5609077578911
S4051727Q,8,13.6973264117246,7,13.3875386805652,4,12.740752349431
S4516833B,5,12.9029528423291,2,12.0040648926272,0,11.6881105594926
S6139112L,8,13.3706130915167,4,13.1795457985083,5,12.9682523234632
S9469140E,8,12.0432166211988,7,11.6817262919133,3,11.5474240624335
S9354116T,3,15.062276271096,7,14.0711948227133,4,13.7377877024838
S7201319A,8,10.5566688603261,0,10.5506354708956,2,9.32717760893125
S7214814F,0,13.3168076192778,5,11.0326397995779,8,10.3877736313449
S8316722Q,8,10.1278097968008,5,9.46506676052239,0,8.43413174391799
S9183747V,0,9.93024912641226,2,9.79920466090389,7,9.57060448730122
S8066844X,2,10.4414977675163,5,10.3699879044448,0,10.2516704280131
S7372625N,8,12.3618514039978,1,11.4440419529032,4,11.4147117491689
S6559991J,8,13.3416928414859,6,12.8746022511766,7,12.8575231788215
S4467294K,4,13.6290189217053,5,13.297181400315,7,13.1974903767928
S6695271V,3,12.9805186516485,0,12.0939095583538,8,11.6358159578448
S7476784M,3,11.3548971065983,7,11.1644864511735,4,11.1494574981745
S5995837L,0,12.1205041876635,4,12.0315092606178,7,11.8830184017021
S8463867K,3,13.3461494664414,5,13.1545690938633,4,12.7480357852105
S9395759U,7,12.3204700940421,3,11.0533082848189,4,9.91187352622539
S9294943K,0,10.2080166636758,3,9.19327095305811,2,9.11516436888538
S4559418C,5,12.6450104807624,7,12.4554966648113,4,12.2047193238553
S6282121Q,4,11.9985206570792,8,11.4604941413822,2,9.78919343439601
S7303470E,8,13.8006188120135,2,12.5936900444839,7,11.6031993047552
S7901572Z,8,12.589533783819,0,12.4301564798536,2,11.6344752959352
S9539215H,7,11.297268460473,2,10.3806197025209,3,10.0381792967599
S6844452Y,8,13.1615378134495,0,12.2799416430447,3,11.9802265816832
S7328719K,8,14.2227638357201,0,12.7212229104138,7,12.4315322634082
S8711266Q,4,13.8718218273582,3,12.8108210347119,8,12.5016788074443
S8857662E,7,10.3932628484138,8,9.34333521054864,3,9.33250574472898
S7405884T,3,15.2170764018055,7,14.1193487833851,4,13.163335035072
S7644155Z,7,13.2954458072018,8,13.1389904384029,2,12.4711791638173
S8322260Z,8,10.9510412627762,4,10.3015674118365,5,10.2612844291981
S5750882G,7,12.2642384229584,4,11.2200561026975,0,10.9187949727888
