NRIC,page_id,time_spent
S4023935R,0,1
S6535752G,1,1
S9139503Q,6,1
S7481749A,0,1
S6535752G,9,1
S6850667W,6,1
S7397958F,8,1
S6051539W,4,1
S8772490I,5,1
S6574649G,4,1
S6328135Z,3,1
S6328135Z,9,1
S5609491U,8,1
S8919631P,7,1
S8494470B,1,1
S6838968C,4,1
S6051021G,3,1
S7199248J,0,1
S7486478J,6,1
S4755522R,6,1
S4747722T,4,1
S9056904F,3,1
S9056904F,0,1
S7138787I,5,1
S6432389F,2,1
S7199248J,3,1
S8778382O,2,1
S7032880W,5,1
S6915538I,5,1
S8494470B,2,1
S5843001Y,2,1
S8682425W,6,1
S4541632O,4,1
S6574654P,4,1
S8377099W,8,1
S8442766E,6,1
S5975617M,9,1
S7485202J,6,1
S6726967T,8,1
S7999765D,3,1
S6722546X,4,1
S4645287S,7,1
S7015348P,4,1
S8412625Z,6,1
S5458842G,5,1
S8238118I,6,1
S5168015X,1,1
S8836435B,7,1
S9002633J,4,1
S6877154R,2,1
S7832561J,7,1
S6956647V,5,1
S5698976J,1,1
S6968377U,8,1
S7151277Z,9,1
S7283920H,1,1
S6070403N,3,1
S9486513O,5,1
S6877154R,4,1
S6371071C,5,1
S8024435O,0,1
S6457037F,8,1
S9864062J,8,1
S9836813W,5,1
S8537180K,8,1
S6670803W,5,1
S4571327U,6,1
S6496760V,4,1
S9517104I,6,1
S6665545H,5,1
S9406283H,7,1
S7183566W,5,1
S6120680Y,6,1
S6790585J,8,1
S6601734W,5,1
S7684589O,2,1
S9432028I,5,1
S6940622K,1,1
S4635068D,5,1
S5487933C,4,1
S6708754N,2,1
S9718114G,8,1
S4599704X,6,1
S8187469S,7,1
S8011257U,0,1
S8582447H,7,1
S6968377U,0,1
S7079231X,3,1
S9796469J,0,1
S8632504B,4,1
S9583460X,3,1
S9193263F,7,1
S8632504B,0,1
S7180179J,9,1
S8559011S,8,2
S8189090V,4,2
S6878165C,5,2
S6882670S,6,2
S4060585N,2,2
S6185192K,8,2
S6016693R,6,2
S6016693R,8,2
S9031516Y,4,2
S9839281G,6,2
S6413875G,8,2
S6014497U,2,2
S9839281G,9,2
S6574654P,0,2
S7963878Q,0,2
S7963878Q,7,2
S8918946G,3,2
S6833148S,6,2
S8888086R,9,2
S4081317V,8,2
S9620255X,1,2
S5028169M,8,2
S7646449D,0,2
S8747617F,4,2
S7268145S,9,2
S7367827P,5,2
S9559559R,4,2
S9814045D,5,2
S7268145S,2,2
S8862504P,1,2
S6934685O,8,2
S5977965N,2,2
S7705532A,7,2
S9727697B,3,2
S9454245L,7,2
S9054325A,2,2
S6707055R,8,2
S6924465Z,7,2
S4862443W,8,2
S5294476F,9,2
S7423904Q,7,2
S7423904Q,3,2
S5126429K,5,2
S7748087O,6,2
S4559971G,2,2
S4862443W,3,2
S5126429K,6,2
S8964684B,3,2
S8966730T,7,2
S8265949Z,8,2
S7367827P,9,2
S4180744X,8,2
S6330654N,6,2
S7179538Y,9,2
S4418396C,8,2
S9143437O,4,2
S7029248F,1,2
S8925755O,7,2
S9838491A,6,2
S6497057L,1,2
S5975706X,6,2
S6239962W,9,2
S4873760H,9,2
S4846030E,5,2
S6155003W,1,2
S6839739H,0,2
S9220379K,3,2
S4636805A,4,2
S4054807S,1,2
S4257058H,9,2
S9472114W,0,2
S5845293V,3,2
S5242997Q,8,2
S7129856C,7,2
S6574649G,0,2
S8128470N,4,2
S6744511P,0,2
S9636655V,9,2
S6538505L,1,2
S6386057E,2,2
S5964895P,1,2
S4023566W,7,2
S7397958F,5,2
S6120081E,4,2
S9758422E,6,2
S5844347I,2,2
S4292228V,9,2
S7265303V,0,2
S4407235T,4,2
S7209882M,5,2
S6294950R,8,2
S4620054P,2,2
S6233815D,8,2
S4171194N,2,2
S7196810C,1,2
S9019932L,4,2
S5242396C,0,2
S7387591E,9,2
S5328646O,8,2
S9766490U,0,2
S5265131G,0,2
S6923709Z,6,2
S7101336M,6,2
S6445535Y,6,2
S5876815Y,3,2
S6280925U,0,2
S6715340P,5,2
S4745078C,1,2
S7103459E,0,2
S6247260W,2,2
S6428306V,8,2
S7915390S,1,2
S8474408D,1,2
S4078705Q,9,2
S6419273O,4,2
S4294525V,0,2
S9125886C,8,2
S6292936V,2,2
S9628082T,2,2
S5468105S,4,2
S5852035N,4,2
S8698838G,5,2
S4606849U,1,2
S7118345H,6,2
S7151325R,1,2
S6469173D,2,2
S5876815Y,6,2
S6469173D,1,2
S4745078C,8,2
S9230760H,5,2
S5001751O,8,2
S5481292Q,4,2
S9038119A,6,2
S6436735D,3,2
S7690686A,2,2
S7970097N,0,2
S7690686A,8,2
S4643088U,0,2
S7084678B,0,2
S4302345L,5,2
S6520331H,2,2
S7943156X,5,2
S7927121G,1,2
S8847721H,1,2
S5440217E,7,2
S7189768E,6,2
S7491489H,6,2
S7189768E,7,2
S8250625P,9,2
S4226337R,8,2
S7387806L,2,2
S9844759X,2,2
S6911315W,0,2
S5379562I,1,2
S5224110G,3,2
S5135423S,6,2
S8999544D,7,2
S8160481K,2,2
S8551500U,0,2
S8736082X,5,2
S6377882Q,5,2
S8582447H,1,2
S6464805B,6,2
S4226337R,4,2
S9769895A,2,2
S6829978P,7,2
S7054837A,4,2
S6902115G,5,2
S9384805P,5,2
S7194153B,6,2
S8274742O,6,2
S6032378P,5,2
S5604943I,0,2
S6676947M,0,2
S5051024R,7,2
S6060039Z,8,2
S6138499P,7,2
S9056607E,0,2
S7057960E,2,2
S7051632S,8,2
S7743623N,2,2
S6859913I,1,2
S7743623N,5,2
S7293776C,5,2
S7387227O,2,2
S6942581X,1,2
S6498433X,0,2
S5265195H,7,2
S6586992L,9,2
S7436509B,0,2
S7373150O,4,2
S6175638V,2,2
S5781221W,4,2
S6520449E,9,2
S6590986P,1,2
S8449747O,9,2
S9488528V,5,2
S4748106F,7,2
S9488528V,1,2
S7434253J,0,2
S6205520U,8,2
S4975199F,8,2
S7866231G,3,2
S6562892D,4,2
S6939790L,2,2
S6590155B,7,2
S4512710W,4,2
S8484142F,9,2
S6066348E,7,2
S6008181G,3,2
S7774833I,5,2
S5474438C,0,2
S7157982C,9,2
S9557716R,6,2
S8732853X,4,2
S5460159C,3,2
S6433740Y,0,2
S4031809M,2,2
S7375937S,3,2
S6514962S,7,2
S8042917M,7,2
S8659744S,5,2
S7946841P,9,2
S6445823K,3,2
S6730130Y,8,2
S7467957Q,5,2
S9039799H,2,2
S8836391D,9,2
S6852417H,1,2
S7662562K,6,2
S9407068R,5,2
S8511302A,4,2
S5579516O,1,2
S7992013F,7,2
S7662562K,5,2
S7195796Z,1,2
S7992013F,9,2
S8024435O,1,2
S5490547Y,8,2
S7774833I,8,2
S9693690M,6,2
S6931752R,9,2
S4517066L,8,2
S9550652Y,5,2
S7181514L,4,2
S5468330H,7,2
S5075141O,5,2
S6309973K,1,2
S9582355H,6,2
S8388112P,7,2
S9231856C,9,2
S9023491V,7,2
S5211781P,5,2
S7364520N,9,2
S4238102V,4,2
S7217228M,4,2
S8859004U,8,2
S5186717Z,6,2
S6915129O,7,2
S5476775M,2,2
S6128875U,5,2
S6734905D,7,2
S4507299W,9,2
S9430191X,0,2
S6350818M,1,2
S4058711I,1,2
S4528504S,5,2
S4119746L,0,2
S6988425L,5,2
S9444356Y,1,2
S6601482T,8,2
S6567020G,5,2
S6669382G,9,2
S8157497B,4,2
S5489035C,3,2
S4259446G,4,2
S6435720D,9,2
S9634360V,8,2
S7104988M,1,2
S5356958Y,9,2
S4071642G,6,2
S9782481B,7,2
S9782481B,2,2
S6968377U,1,2
S6385842A,4,2
S4685097T,3,2
S6968377U,3,2
S6385842A,5,2
S4661401W,8,2
S9836750K,3,2
S8517981J,2,2
S6438014C,8,2
S7478163M,7,2
S8490508V,8,2
S6721186D,8,2
S7637907C,1,2
S4676899O,2,2
S8644426G,8,2
S6473344N,2,2
S6946441P,1,2
S7114077U,8,2
S6626809A,2,2
S9454703F,6,2
S7060558Y,5,2
S9764145K,5,2
S9550827O,1,2
S6927246N,4,2
S6587453R,1,2
S8588472B,5,2
S6693104D,4,2
S9627283W,1,2
S6530853R,4,2
S5175505Y,1,2
S8010407T,7,2
S8426757B,1,2
S8615439M,6,2
S7029168X,7,2
S7419463M,8,2
S8027783E,3,2
S6927324U,4,2
S9340183E,7,2
S6204437S,9,2
S6923401M,3,2
S4544825E,8,2
S7200828D,1,2
S7241241D,4,2
S4405832E,5,2
S8325849W,6,2
S8325849W,3,2
S9764859H,4,2
S6095795N,1,2
S8220360E,5,2
S6713165Q,6,2
S6573206I,0,2
S7037795V,8,2
S7037795V,5,2
S8124792K,7,2
S7368930I,7,2
S6626568N,4,2
S7815731N,3,2
S8124792K,5,2
S6968600H,7,2
S9459550X,6,2
S7254339R,9,2
S4656123N,8,2
S9019758U,1,2
S9618179Y,6,2
S6861143O,0,2
S6850667W,1,2
S6861143O,2,2
S5363002Z,7,2
S5824009B,3,2
S6289753L,6,2
S6505872U,4,2
S7127753Y,7,2
S4436410U,8,2
S8873015D,1,2
S8509552J,8,2
S8366287R,7,2
S8223646F,4,2
S7964435A,5,2
S4436410U,1,2
S7073321X,3,2
S6931405I,6,2
S6790585J,3,2
S8531349Z,2,2
S8297430X,5,2
S7967765Q,3,2
S4642414I,1,2
S6607614V,3,2
S9130902R,1,2
S6408325I,5,2
S6821273N,6,2
S8217306P,4,2
S7438899Q,7,2
S5802157Q,9,2
S8603015Y,7,2
S6492511Z,4,2
S7600933J,5,2
S6601361W,2,2
S7792075A,8,2
S6460099Q,4,2
S6462421W,0,2
S8761616X,7,2
S8580094Y,6,2
S9054015N,3,2
S8667618B,1,2
S5037382H,1,2
S6636036T,2,2
S5466531X,9,2
S8880953P,0,2
S6497263M,6,2
S8580094Y,1,2
S9512024T,7,2
S6848238Q,5,2
S6626145J,8,2
S8313250U,1,2
S6885946V,4,2
S4501833S,2,2
S7895947B,6,2
S9193263F,6,2
S9472786N,4,2
S6575724A,6,2
S4364862M,9,2
S8114778U,2,2
S6574229K,9,2
S8665859X,3,2
S6278578R,0,2
S9432028I,0,2
S6541805C,9,2
S9560732L,0,2
S5801102O,6,2
S5493940V,0,2
S7329476H,0,2
S8013158J,0,2
S8795597M,9,2
S9305364F,1,2
S9305364F,9,2
S7680949E,6,2
S6766079E,2,2
S9730968U,1,2
S6361478H,0,2
S7909118I,8,2
S7009264Y,5,2
S9159506N,7,2
S6496760V,7,2
S4340608X,8,2
S9174212Z,8,2
S9517104I,7,2
S9876832U,8,2
S9329915K,0,2
S6471334F,6,2
S7183566W,8,2
S7760631V,7,2
S7167943O,4,2
S4757538L,6,2
S6966712M,5,2
S6650219M,6,2
S4496857G,4,2
S9159506N,4,2
S6126098W,7,2
S9341010H,4,2
S5486957J,4,2
S8969615W,9,2
S7756018F,8,2
S7261783X,9,2
S5617187E,9,2
S6977021W,9,2
S6675828F,0,2
S4645543N,8,2
S5926300A,8,2
S8180926W,9,2
S5685569D,0,2
S9436902R,6,2
S4618933T,1,2
S6086952G,0,2
S6454849A,4,2
S8525179G,5,2
S9100824H,7,2
S6913932Q,1,2
S6592942Y,6,2
S4312939C,8,2
S6893228K,2,2
S6530848H,5,2
S7256592W,4,2
S7226351Q,8,2
S6987754J,0,2
S5970403L,7,2
S5424750K,9,2
S9111908Y,8,2
S7404667E,6,2
S9177848F,0,2
S5609491U,6,2
S4865833E,6,2
S7964468F,0,2
S6316303X,9,2
S4081617U,1,2
S5954752Z,1,2
S6372170L,6,2
S7064412Y,4,2
S7176490U,4,2
S5393318X,9,2
S8631903V,5,2
S8908425T,1,2
S4517833B,4,2
S8908425T,8,2
S9236753A,5,2
S9309716N,7,2
S8608318Q,6,2
S9136845Z,2,2
S7986112B,8,2
S7290714V,0,2
S5092124A,7,2
S7389844X,4,2
S4903035T,8,2
S6748037N,7,2
S6831281W,7,2
S6408521J,8,2
S8571732R,3,2
S8221368J,3,2
S7182328S,9,2
S7101469U,9,2
S5279316B,3,2
S7201554I,5,2
S6444675O,2,2
S8299007K,1,2
S5081076O,0,2
S9808250X,5,2
S9825057D,0,2
S5061461P,6,2
S9156552E,3,2
S6748037N,8,2
S7969271H,0,2
S6573837P,4,2
S9899315B,0,2
S7102505Z,8,2
S7247757J,2,2
S5617499S,3,2
S4691879G,1,2
S5356747B,6,2
S5617499S,5,2
S7451017M,1,2
S4696443N,4,2
S4355992K,1,2
S6053397Y,8,2
S9714533P,5,2
S7015260E,0,2
S6626568N,9,2
S4844736Q,0,2
S8304150F,9,2
S7071774V,5,2
S7258430U,5,2
S4134739E,7,2
S8575251B,1,2
S9714533P,0,2
S6199606Q,8,2
S5372837F,4,2
S9614586S,2,2
S6436381D,9,2
S5620890F,7,2
S6897013F,1,2
S4300127W,1,2
S7357856H,8,2
S6620487X,8,2
S7036765Z,2,2
S4680434C,4,2
S4202829E,5,2
S7260936P,3,2
S7101232I,5,2
S6188445T,5,2
S4542769K,7,2
S6829968E,6,2
S6829968E,7,2
S6960441W,0,2
S4518997X,5,2
S8685670J,2,2
S5670106Y,6,2
S8685670J,9,2
S7769480E,3,3
S6882670S,7,3
S7104657J,0,3
S6653561Q,8,3
S6846684C,0,3
S5845293V,8,3
S8559011S,2,3
S4888013V,1,3
S9793544L,2,3
S6811069W,2,3
S8568889G,2,3
S7457972C,9,3
S7036067Y,0,3
S7080893L,3,3
S8122243V,3,3
S8937064A,1,3
S6985105M,3,3
S6446676C,6,3
S5989453R,5,3
S6575157S,7,3
S7319476P,2,3
S8034389J,5,3
S9046053H,6,3
S6810425I,4,3
S6446676C,0,3
S7457972C,8,3
S6484355Z,2,3
S6448284L,4,3
S6447434Y,3,3
S5236814R,5,3
S8960185P,6,3
S7349926L,2,3
S6457015D,4,3
S8187469S,2,3
S8831425K,7,3
S7204719M,8,3
S6406082V,9,3
S4229293U,1,3
S6691131J,9,3
S6655742C,8,3
S5926300A,6,3
S6708551A,5,3
S7024510X,0,3
S7712148Y,4,3
S9793298N,0,3
S9773147K,6,3
S7658762N,2,3
S4875052A,8,3
S8960185P,2,3
S6332491Y,3,3
S7397958F,7,3
S9622727U,3,3
S7170951V,4,3
S8480513Y,4,3
S6986388H,6,3
S7375526K,7,3
S9601877T,8,3
S8493668X,4,3
S7390232Y,9,3
S7308465S,9,3
S9255845H,9,3
S8727091B,8,3
S6460099Q,2,3
S6981768P,5,3
S5316011T,0,3
S7083373Z,3,3
S6769622A,3,3
S7255035O,0,3
S6786942B,9,3
S6665155P,7,3
S6994275W,5,3
S7157272C,3,3
S6404422E,8,3
S7345834O,1,3
S7827451Z,5,3
S6942718X,2,3
S9231856C,0,3
S9125327M,0,3
S7385296W,2,3
S7090712B,3,3
S6784711G,4,3
S5001751O,9,3
S7179475X,7,3
S4244460K,0,3
S7416852N,8,3
S7423904Q,2,3
S7098004F,2,3
S8688060P,6,3
S7213456N,3,3
S6581706G,6,3
S9462902N,8,3
S9125327M,1,3
S6893898P,2,3
S7451017M,7,3
S6925444C,5,3
S4877229M,3,3
S6405631L,3,3
S5021076R,4,3
S6401045Y,0,3
S6982579U,7,3
S7774002X,5,3
S7130181J,4,3
S6733500Q,4,3
S5730687U,2,3
S9550652Y,3,3
S7872906N,9,3
S6541387T,8,3
S7385296W,8,3
S7217228M,9,3
S6873537D,4,3
S8415189I,3,3
S6695925Y,5,3
S9343736E,3,3
S4520211H,2,3
S6496174U,1,3
S8396883E,7,3
S9634360V,4,3
S6896145U,1,3
S7361067M,8,3
S7467256L,9,3
S4032046P,3,3
S4032046P,6,3
S7605989H,5,3
S7459085I,3,3
S7881014Q,4,3
S7051632S,9,3
S8388801W,6,3
S6680847M,1,3
S7719757Q,3,3
S6895794G,6,3
S6601734W,9,3
S6769622A,0,3
S6564933I,6,3
S6524220R,3,3
S7127612Z,0,3
S9255845H,8,3
S9114182V,5,3
S6573143D,5,3
S6966437S,1,3
S6609749C,6,3
S9567062A,4,3
S5468105S,5,3
S6524220R,6,3
S9583578R,4,3
S8579099C,4,3
S7434508V,5,3
S8470624L,5,3
S6893112V,3,3
S6633080A,1,3
S9031516Y,3,3
S7618413Z,0,3
S8206036O,6,3
S7217209N,9,3
S6878165C,0,3
S9298150R,1,3
S6507292K,4,3
S4961336A,0,3
S8825644I,6,3
S8091144V,7,3
S8785444T,7,3
S8058752R,0,3
S6878165C,6,3
S7394227O,1,3
S6983870P,4,3
S6983870P,5,3
S6014497U,8,3
S6484124C,1,3
S7121461D,6,3
S7336251L,7,3
S7385296W,4,3
S8750615E,8,3
S7897698J,2,3
S7290714V,1,3
S4656123N,1,3
S4766749G,6,3
S6282317N,3,3
S6860168N,2,3
S5153355Y,5,3
S8221368J,9,3
S7655775J,9,3
S9161526L,3,3
S5577846B,4,3
S9161526L,1,3
S7807689C,8,3
S6097361W,4,3
S9149409S,9,3
S9149409S,5,3
S6986633K,5,3
S4258724M,2,3
S4363659T,7,3
S7227099H,5,3
S6444675O,1,3
S4892159U,2,3
S9287140U,8,3
S7807689C,7,3
S8490508V,4,3
S8061018B,7,3
S9887541V,3,3
S8990719P,3,3
S9743062F,4,3
S8160358L,0,3
S9307064P,2,3
S4027216G,6,3
S8160358L,4,3
S9380846Q,9,3
S9770250V,1,3
S4960179F,0,3
S7383493A,2,3
S9213200M,4,3
S5726518D,1,3
S5622524R,6,3
S6407465F,8,3
S6276181U,2,3
S7220152H,3,3
S7294701U,5,3
S9236753A,4,3
S8652519V,9,3
S6463626M,4,3
S8027783E,2,3
S8309896Y,6,3
S6174970Q,2,3
S4001463Q,4,3
S6857662Z,4,3
S7798615C,2,3
S6629700B,2,3
S7753124K,9,3
S6911915B,4,3
S5668218E,0,3
S6470690M,8,3
S6675828F,1,3
S6454849A,7,3
S5581252A,2,3
S7964468F,3,3
S4070218I,2,3
S5970403L,0,3
S8645009Y,0,3
S6679750V,8,3
S7340024C,5,3
S6797875N,2,3
S7064412Y,7,3
S4517833B,1,3
S8089352N,2,3
S7098979W,8,3
S4446683Z,4,3
S4876220H,6,3
S5096552S,3,3
S7443467T,2,3
S9271651B,3,3
S8636729F,4,3
S9508919S,6,3
S8830576G,1,3
S8404144O,5,3
S6543851A,8,3
S4356919P,2,3
S8225108W,4,3
S6199606Q,9,3
S4329205X,8,3
S7472018I,2,3
S4039136W,7,3
S4834513T,8,3
S7183402E,7,3
S6419229Q,7,3
S8021302O,9,3
S7067302T,3,3
S8763798D,3,3
S7436264U,4,3
S6530848H,1,3
S4392473Y,6,3
S4392473Y,1,3
S7915956B,1,3
S8856529H,8,3
S4020086C,1,3
