User,Item 1,Item 2,Item 3,Item 4,Item 5
S7326083J,3,5,4,0,1
S7027540Z,6,4,0,7,5
S4154136Y,0,3,2,5,7
S4128710W,5,0,8,7,2
S7411850I,0,8,6,2,1
S6807515Y,5,0,1,4,8
S4260340P,2,0,5,4,8
S6576580A,3,5,1,2,7
S8737945B,4,6,0,7,8
S7418772Z,3,5,0,8,4
S6376505V,0,7,1,6,4
S6440472V,8,4,3,0,6
S6045812V,5,8,0,2,4
S6268711C,4,3,5,0,8
S8595177O,0,2,5,6,8
S8953929B,6,7,4,0,5
S7411933A,0,8,4,5,2
S9440780J,1,4,3,0,8
S7705974Y,3,1,2,5,0
S6401130K,0,6,2,1,5
S4053888Y,0,6,1,4,5
S6959368U,0,5,8,6,3
S4303107B,4,0,8,2,5
S4875993C,1,7,3,6,8
S4561780P,4,8,6,0,5
S7465193W,0,3,2,5,8
S5075613O,8,0,6,4,7
S9181281H,6,4,8,0,1
S6984157S,4,0,5,8,3
S4739726D,1,0,6,8,2
S6449940H,3,8,4,0,5
S6064752I,0,4,8,2,6
S4406689F,5,3,4,0,1
S4979396A,4,0,2,8,5
S5999416N,8,0,5,4,7
S8680466K,3,0,5,1,8
S9752808L,0,5,4,6,8
S8854102A,4,5,0,8,3
S9504868B,4,8,0,6,2
S6720356Q,0,6,2,4,7
S8749845R,0,4,3,2,7
S5559793C,8,2,4,7,0
S5757946I,6,1,0,4,5
S7439717B,0,8,5,3,2
S9446808G,3,5,1,2,0
S6304248V,0,7,1,6,4
S6929768H,0,4,5,8,2
S6139112L,6,1,5,3,8
S6706689N,0,2,6,8,7
S8293850K,5,0,6,7,1
S6983297V,0,5,8,4,6
S6434114H,8,3,4,7,1
S6412340H,7,0,1,3,6
S5521404Z,8,5,0,4,7
S5125839R,0,4,5,2,8
S8890337G,6,7,4,0,5
S7985301G,0,1,7,4,6
S5783942F,0,4,5,1,2
S7783762S,3,2,1,5,0
S7346238L,0,3,6,5,4
S6092384Q,0,3,4,2,5
S5008452G,3,0,5,6,8
S4862011Z,1,0,7,5,2
S6556048I,6,4,7,0,5
S7181849R,0,2,3,5,8
S6716173V,0,5,2,3,4
S4704801U,1,7,0,3,6
S6413908X,8,4,6,7,0
S7362074A,1,7,0,3,6
S8878329U,8,1,3,6,5
S9053818T,7,1,4,6,3
S6491918P,7,6,8,4,3
S5954577P,2,4,8,5,7
S9886567Q,0,2,3,6,4
S6822565G,4,0,5,8,7
S9635527B,8,0,5,4,2
S9224661J,0,4,1,3,5
S8335692R,4,1,7,0,6
S4589519J,8,2,4,1,6
S4294187K,8,2,4,5,1
S8225973H,8,1,5,2,6
S9446685X,0,8,4,3,1
S5291800O,8,0,5,4,2
S7010199Z,0,1,7,5,3
S7079068R,0,4,6,8,1
S5899440S,0,1,8,2,6
S6823189K,5,0,4,1,8
S7983828R,0,8,4,3,6
S7363924T,3,4,0,5,8
S4236142O,4,0,2,5,8
S7093500T,7,6,1,3,0
S6952369E,0,4,5,8,2
S7372258R,6,4,2,0,3
S9778385P,0,4,2,8,5
S6321073D,0,5,4,2,8
S4792563H,8,0,4,5,6
S4124613O,7,0,5,1,3
S7629921Y,0,2,7,4,3
S4276610F,0,8,4,2,5
S7316289U,4,1,7,0,3
S6956035D,5,1,0,8,2
S8584117T,7,1,0,6,3
S5775622V,0,5,2,1,3
S4321298O,0,3,4,2,5
S5608357K,5,2,8,4,7
S8154596C,0,2,6,8,1
S9333691M,4,0,7,8,2
S6984310C,0,5,4,6,8
S6033478E,0,4,5,8,3
S7827924S,0,1,4,2,5
S6410890X,3,5,7,0,1
S8895452Z,1,6,7,4,3
S5621829N,7,1,2,6,5
S7164572S,8,1,4,5,6
S9227521P,4,0,1,5,3
S7391364D,0,8,5,4,2
S9180122U,0,4,8,6,2
S6619092B,5,0,2,8,3
S4311975G,1,0,3,6,7
S8431347D,7,3,8,1,0
S7339981Q,3,4,8,6,0
S4162088M,4,0,5,3,2
S6612859L,0,2,4,1,7
S6753102J,1,0,7,5,6
S4725784D,0,1,7,3,6
S4819127T,4,0,6,8,7
S4972569Y,0,4,8,3,5
S9777157M,4,0,3,1,8
S9541619V,0,2,3,7,4
S8100143C,4,1,7,3,6
S6881625Q,0,7,1,5,6
S5873016N,8,4,5,0,1
S4930255E,5,3,2,0,4
S7014743K,0,5,1,8,6
S8256858U,5,0,8,6,7
S9178356A,8,4,6,0,1
S6205537S,4,3,8,1,0
S7119030N,5,8,1,2,0
S7168652L,0,4,5,8,3
S6693577X,0,4,5,3,2
S8389348X,0,4,6,2,8
S7715107Y,3,5,4,0,6
S6005258K,0,4,2,6,1
S7767739F,3,6,5,1,0
S7331657D,0,4,3,8,2
S9300606D,8,1,2,0,7
S5350635V,1,0,2,6,8
S4646153Y,8,6,2,3,7
S9433571V,1,3,7,8,6
S7732803Q,4,6,0,7,8
S6312075B,6,0,4,8,3
S7745761C,3,0,1,2,5
S7240286Q,3,8,0,4,5
S6559991J,6,7,5,0,3
S8611714O,8,0,2,4,7
S5272563C,0,8,5,6,2
S7427124L,0,8,1,4,3
S7267693I,0,6,8,5,2
S9335208V,1,7,4,0,6
S5239762T,0,4,5,8,2
S4650502U,5,3,0,4,2
S8223867A,6,4,0,5,7
S5862054P,8,6,4,0,1
S5750969S,4,0,6,1,8
S5910970Z,4,8,0,6,7
S7352394L,6,4,2,0,3
S9492863Z,8,6,2,4,0
S6593244L,1,0,5,6,3
S4159727G,7,1,3,2,5
S9015385Y,8,4,3,0,6
S9469140E,4,6,8,0,3
S7239056Q,6,8,4,0,5
S8372173X,8,0,4,5,1
S4047957O,4,5,3,0,1
S6572479F,5,1,3,8,0
S5280783S,0,8,4,2,6
S6045748M,2,6,1,8,0
S8764052B,7,0,4,8,6
S7282068O,8,0,4,3,5
S6498182G,4,0,7,8,3
S4377281Z,3,0,6,1,4
S6593195Q,5,3,6,0,1
S5531551O,4,0,8,5,6
S7962573G,1,0,7,6,4
S4383388Z,3,4,1,6,7
S5036868V,0,6,2,8,1
S4069162U,8,5,1,4,0
S6797132I,0,4,5,3,7
S6824954P,4,0,5,6,1
S7407942Y,0,7,1,5,2
S5901186Z,5,8,0,4,2
S8317761J,4,8,0,6,1
S4558202S,0,8,2,6,4
S6459227F,0,3,4,7,2
S7223036D,0,5,2,3,4
S8785626O,0,8,4,3,7
S7940513S,1,0,4,7,6
S6228535V,1,7,3,5,4
S6548272X,5,6,4,1,3
S6328470W,3,2,0,5,7
S5007656K,0,6,8,2,3
S9311531D,2,7,8,1,4
S8161536B,0,2,5,3,4
S7304829B,3,4,8,0,5
S9050343I,8,4,6,7,0
S9136043V,0,3,2,8,5
S6442687Q,4,8,3,6,0
S5076828U,0,4,8,6,2
S7322480G,0,2,6,1,5
S6188378I,1,0,6,5,2
S4372748F,5,8,3,2,0
S8155402X,2,6,0,8,1
S8176949O,0,7,2,1,5
S8119074G,0,7,2,1,3
S4864006Z,0,4,8,5,2
S4505583B,7,6,8,3,1
S7012230W,0,6,2,1,5
S6797836I,0,8,4,7,3
S7102793M,8,4,0,5,7
S8283968F,0,5,3,2,8
S9254908G,3,5,0,1,8
S8770209A,0,4,8,7,3
S6483958T,0,6,2,1,8
S5957628V,5,0,4,6,8
S4934424J,4,3,5,8,0
S5038140T,0,8,6,5,7
S5264068Y,5,0,2,8,1
S6914402S,0,4,8,6,5
S4137999P,0,7,3,4,2
S6426696E,7,0,3,1,6
S8546627A,7,1,0,6,4
S7456230T,0,2,5,8,6
S7468975V,0,4,8,3,6
S7097356Y,0,4,6,8,1
S8475383Y,8,3,0,2,5
S7170691G,1,7,8,4,6
S4256928U,5,8,0,4,2
S7232652G,0,6,5,2,8
S4768184G,8,0,5,4,7
S7125416O,5,8,1,4,6
S9632503I,8,0,4,3,2
S7422062A,8,0,6,2,7
S8256083T,0,5,3,7,8
S4596672E,8,0,6,2,4
S5661325I,4,0,1,5,7
S7302588V,0,7,1,6,3
S6475552H,5,3,8,7,0
S9146031V,0,1,8,6,3
S9272707S,1,4,0,7,3
S6492976Y,0,4,3,7,5
S4549526H,8,3,0,4,6
S7657625P,3,7,5,0,2
S9034916O,8,3,5,1,6
S9496410O,3,8,5,1,0
S7361243S,0,3,6,5,7
S8778984V,0,7,6,3,1
S8834767R,3,0,5,2,1
S8990364E,5,1,0,8,6
S7834816T,0,3,2,5,4
S7717783R,3,1,2,5,0
S7416330M,8,3,0,4,5
S4780201L,0,3,5,8,6
S7363186I,4,0,7,3,5
S4150041Z,0,3,8,5,4
S5576057P,8,3,4,0,5
S6951440W,0,5,6,4,8
S8109618W,5,3,8,6,2
S8750273S,4,0,6,8,7
S9461016R,0,8,4,1,2
S7477238V,6,0,8,3,2
S4280548G,2,8,4,7,6
S6576935L,3,4,8,5,0
S7607098U,0,5,4,7,8
S8279698U,5,1,8,0,2
S9545843F,8,0,2,3,6
S6087469Y,6,1,3,4,0
S4087456Q,3,4,0,5,8
S8321441O,4,8,6,0,7
S7664287R,7,0,1,4,5
S6456018Z,3,0,7,4,5
S6872627E,4,6,8,0,1
S6155040M,0,3,5,2,4
S6321012J,0,2,6,1,5
S9649515R,0,4,2,8,3
S4015791T,1,7,6,3,5
S6863627I,4,0,3,8,5
S7149785J,8,3,4,0,5
S4704215C,5,4,8,6,0
S9193476V,3,1,2,0,5
S6777821N,0,5,4,7,8
S6794835H,8,0,2,5,4
S5514596I,4,0,8,3,5
S4546028K,0,3,5,8,4
S5653417B,5,2,1,0,4
S4678057M,8,5,2,3,1
S6957008A,0,4,5,8,2
S6806975Q,1,3,7,0,4
S7020101B,0,1,4,3,5
S8747373U,4,0,8,3,6
S7968067O,8,0,4,1,2
S4833927K,8,5,0,4,1
S6848373B,7,1,0,4,5
S4228954D,0,2,4,8,3
S7151870J,3,5,1,8,4
S6866173S,0,6,5,4,7
S4416150P,0,3,1,8,6
S9023220S,8,4,6,0,7
S5932772D,4,8,0,5,3
S6362225C,0,6,3,5,4
S9674013F,4,8,0,6,3
S6708545M,3,0,1,7,4
S4940117X,8,2,4,0,5
S7778199S,1,0,7,3,5
S6792712X,5,0,1,4,2
S9307142R,8,7,0,4,2
S4000736D,5,3,0,6,4
S5795023J,4,8,3,0,5
S7142286S,8,3,5,1,7
S6447683X,3,0,7,5,4
S5843276O,8,4,0,1,7
S8334570K,8,4,0,1,2
S4651438L,3,5,8,1,0
S9852497L,0,8,4,6,7
S6472362O,4,0,5,3,8
S6505581J,1,3,4,7,5
S4749337E,2,0,3,4,8
S5051055G,7,4,6,3,1
S5031655M,0,8,2,5,7
S9798602X,8,2,1,5,4
S7460296E,0,4,8,3,6
S7326149Z,6,4,3,1,7
S5642279O,0,2,4,5,7
S6490497M,0,6,2,1,8
S9575853N,6,0,4,2,8
S6536980I,3,4,5,8,6
S7437427T,8,5,0,2,6
S6562305Q,3,5,4,1,6
S6036860V,4,6,0,8,5
S6417602T,7,1,0,4,3
S8703934Q,0,7,6,3,1
S9103025A,0,3,2,4,8
S5541785Z,0,4,8,3,5
S8957937E,0,5,6,8,7
S9365337K,0,4,7,2,8
S8534226H,4,7,0,6,8
S6020009D,4,0,8,6,5
S6464977N,4,0,8,3,6
S5652957U,5,4,1,0,6
S4186712H,3,0,8,4,5
S6843323Z,5,4,3,0,1
S9234618R,0,1,5,3,7
S7445367B,0,8,5,3,2
S9731659F,2,6,0,8,4
S7032339Z,0,3,1,4,5
S7483628P,0,8,4,5,2
S4533112R,5,2,0,4,3
S6442075T,7,3,6,1,8
S9451476S,1,0,5,2,7
S7638752O,4,8,7,0,6
S5348789Z,0,2,3,4,1
S6771387T,6,0,8,1,3
S9506895O,3,0,2,4,5
S9277976A,1,0,7,4,3
S4367102C,8,3,4,2,1
S8749920F,4,0,8,3,6
S8195962C,0,5,2,4,7
S6493300G,3,5,0,6,8
S8115652U,8,5,2,0,4
S6440269M,8,5,0,4,6
S4072091S,0,5,3,4,2
S7895930G,1,0,4,5,6
S6740521R,0,4,8,6,3
S5471669R,0,1,2,6,5
S6778290F,1,0,7,5,3
S6745519E,0,5,3,8,7
S8452384P,8,4,7,1,6
S9673315X,0,8,6,4,1
S7146986I,0,2,8,4,7
S7000033V,0,1,7,6,5
S7119118C,7,4,6,8,1
S7412712O,8,0,6,4,5
S9541522P,3,2,0,8,5
S7091787Y,0,3,4,5,7
S4673282W,8,6,2,3,7
S6690179F,0,1,5,2,3
S7919619J,4,0,8,6,1
S5482648T,4,0,7,1,8
S6677997I,1,7,5,2,3
S7608828P,5,0,8,2,1
S6990364C,0,5,3,8,6
S7674411S,7,0,4,8,5
S7735242D,0,4,1,8,3
S8686765S,0,8,2,4,7
S7368653D,6,0,8,5,4
S7717564D,0,5,3,4,8
S6608814F,0,1,7,2,5
S6036222C,0,4,8,6,2
S8873155J,3,1,5,2,7
S5704087H,6,4,7,0,2
S4021247K,5,3,4,0,6
S9202411Z,1,0,5,3,7
S6834158I,4,8,5,7,3
S4268531C,4,8,6,2,7
S4121238C,0,3,2,7,5
S7071066P,6,5,4,0,8
S4735902M,8,0,6,3,1
S5892430A,1,3,5,8,0
S9237543N,0,5,4,3,8
S7362431Y,0,6,5,3,8
S4720088M,0,4,3,8,5
S4217359U,2,3,5,7,1
S6597841Y,5,1,3,2,8
S5409247S,0,4,5,7,3
S9179130A,6,8,4,2,7
S6722970C,0,8,3,4,5
S6444639Y,4,0,5,8,7
S5570764S,8,4,0,7,5
S7771367M,0,5,3,4,2
S5605173F,0,4,2,7,8
S6565196K,4,6,8,1,5
S6407556R,3,8,7,0,5
S5917653H,0,5,4,2,3
S6800719O,0,4,7,8,1
S4270235C,2,8,4,5,7
S6166350C,3,1,5,0,6
S6074780Q,4,0,8,6,2
S7600862V,0,5,8,7,4
S8122985O,4,8,3,0,5
S4325720R,4,6,0,3,8
S6179275O,6,0,7,4,8
S7107411J,7,8,4,0,2
S5547159Z,4,8,0,6,7
S4153040G,7,3,0,8,4
S8041561Q,5,8,2,4,0
S7402850Y,3,0,5,8,2
S9160089P,0,4,8,3,1
S9297087Y,0,5,3,4,1
S5284763Z,0,7,1,6,2
S4624875J,7,6,8,4,5
S6060594N,0,4,1,8,6
S5110846Z,7,6,3,0,1
S7340872Z,0,3,4,8,2
S6992974A,0,3,5,2,1
S7341493X,3,0,7,2,5
S7714525C,4,8,0,6,1
S6028347Y,4,8,6,0,5
S6645379G,5,0,2,4,1
S6825093I,0,4,7,5,3
S5841274T,8,5,0,4,1
S8801347O,8,7,1,2,5
S5672868G,4,7,6,0,2
S7013433E,6,2,4,0,8
S5044052B,0,7,1,6,2
S5859379T,0,8,4,3,5
S4489347U,3,8,5,1,4
S8953380L,0,4,7,8,6
S5344386R,3,5,1,0,4
S5935458K,0,4,8,5,7
S4246961L,8,4,5,2,0
S6684584D,8,3,0,4,5
S4503606Q,4,8,0,2,6
S7016008H,5,0,6,4,8
S5470700U,0,7,4,1,8
S8565270W,0,7,1,6,2
S4478111D,0,1,5,7,3
S6304709U,4,0,5,7,8
S8903176E,4,8,3,0,5
S6648680U,3,5,0,2,1
S9762154R,2,5,1,8,4
S4060976C,0,5,4,6,8
S4467294K,3,5,0,4,1
S5409015U,1,3,0,4,5
S9075463Q,8,4,0,5,3
S4819927U,4,0,6,8,7
S6881356Z,5,0,4,1,2
S5196206L,1,0,2,6,8
S6741179Z,0,6,2,5,1
S9284812J,4,0,1,3,8
S9611918W,3,0,2,8,1
S9399369M,7,4,6,0,2
S8068571I,2,4,8,6,5
S7446528F,0,6,5,8,3
S7945896R,0,8,4,3,6
S6552416F,3,5,6,0,4
S7163346V,8,5,7,2,1
S7318490F,0,3,8,6,5
S9392078S,7,1,6,3,2
S9614637R,0,4,3,8,2
S8529357X,4,8,0,7,3
S6976114S,0,4,5,8,3
S5550314S,8,7,0,4,6
S4373995D,4,0,5,3,8
S6409662G,7,0,1,3,6
S5574526I,0,4,8,5,7
S8365086U,0,4,5,8,6
