User,Item 1,Item 2,Item 3,Item 4,Item 5
S6675116G,1,5,0,4,2
S6684762S,6,1,0,5,7
S8454196L,8,2,1,3,0
S7148065P,7,4,5,8,1
S8595177O,6,0,5,7,2
S7801215E,5,7,0,4,1
S6466808O,7,5,0,4,8
S9053818T,7,3,6,4,1
S8381715P,4,1,2,5,8
S9226738A,0,4,8,1,6
S6654243L,7,6,1,2,5
S7757210G,7,3,1,0,6
S7001737Q,4,3,0,8,2
S9340413J,7,6,4,0,8
S9747438C,5,2,1,0,3
S8300112E,4,8,0,6,5
S4375143R,1,0,4,8,3
S6184357N,5,6,8,1,3
S7086015S,7,0,1,6,5
S6872012R,5,1,0,4,8
S8581497T,8,6,7,2,0
S4360625L,1,3,4,8,7
S9894089C,1,8,0,6,4
S5911721N,8,4,0,5,2
S7289617H,8,6,5,1,2
S9776922Y,7,2,0,3,1
S6557883B,6,2,1,5,3
S5475574C,4,3,8,1,7
S4461208L,0,4,5,3,6
S5889944T,8,5,7,0,3
S8342478R,8,4,0,3,5
S6842644Y,1,5,0,2,7
S6572466Q,1,5,4,3,2
S8030536V,1,8,5,6,0
S8267595Q,8,0,7,2,6
S9280356H,7,8,3,1,0
S6463879Y,4,7,6,8,3
S7215294W,6,4,0,7,2
S7272855V,6,2,5,0,1
S8711266Q,3,4,0,8,6
S6952319F,5,4,8,0,2
S5349721R,4,6,0,8,2
S9162492X,0,8,2,6,3
S7379431V,2,3,7,0,6
S6953868N,0,8,4,5,1
S7411416Y,3,8,7,6,0
S8607568T,2,5,0,8,3
S5783942F,4,3,1,6,7
S4545635M,4,0,5,6,1
S7136201Y,7,8,3,6,1
S7489326I,0,1,5,7,8
S8454563A,1,0,8,7,6
S8538436H,8,4,2,6,0
S4015845F,0,8,3,4,5
S7773482P,4,7,3,2,6
S6462201N,8,6,7,0,4
S7336619Z,0,8,6,3,1
S7279366V,2,6,0,8,5
S8990552M,6,5,1,7,0
S7897846S,7,4,0,2,1
S6854905C,8,0,2,4,1
S9814640E,1,6,7,0,4
S4275523A,2,4,8,5,3
S8791696T,7,4,3,2,1
S6552618O,6,0,4,2,1
S6360068P,7,2,5,1,0
S8287001W,8,2,3,5,7
S5791511J,1,3,7,4,5
S8037353G,6,5,7,1,2
S6036222C,4,6,8,0,2
S6573744M,5,1,4,8,0
S6386996L,1,2,7,5,0
S5118692X,0,6,1,4,2
S4536996U,0,5,8,3,7
S7171413T,5,7,4,1,2
S4187076S,2,7,1,3,6
S8941532Z,1,6,0,4,8
S6751365E,7,6,0,2,8
S7431737I,3,8,0,4,2
S6819230S,1,4,0,6,5
S8606896N,2,5,7,1,0
S9413548V,2,1,7,5,3
S9297087Y,8,7,3,2,4
S6462817L,3,7,6,2,1
S9193476V,1,3,2,0,8
S9801552P,6,1,7,0,8
S7343140E,0,6,3,1,2
S6455737I,8,7,3,0,5
S8411278G,8,1,7,4,0
S7324634G,0,6,7,1,4
S7218151J,6,7,1,8,0
S8744781E,4,8,1,0,5
S4698429Z,8,2,5,3,4
S6025573G,4,3,0,6,8
S6332373A,7,2,1,6,4
S5331581Z,1,6,7,0,5
S8667029Z,1,2,6,7,0
S5901186Z,5,8,4,7,1
S7106632M,7,6,1,4,0
S7707164J,7,5,4,6,1
S7058814G,3,1,6,2,8
S5458942P,5,1,7,8,6
S9081098H,1,6,4,5,0
S9395759U,7,2,1,0,3
S9129779D,1,7,2,6,3
S6476705I,7,3,6,8,1
S7997553W,4,0,8,3,6
S9086818I,4,5,1,7,6
S6633920W,5,1,0,4,2
S6491545E,7,5,1,0,6
S7330628T,3,8,2,6,0
S6494919L,7,8,3,0,2
S8878329U,1,8,5,3,7
S9152232H,7,1,2,6,5
S5269732D,6,7,1,0,5
S6194243I,6,1,0,7,8
S6860944Q,5,1,0,2,7
S7861872S,7,4,0,1,2
S7945051D,8,4,1,5,0
S6589283E,6,0,2,5,3
S8884532P,1,7,2,3,4
S6640011O,5,1,0,6,4
S8203164K,1,0,6,4,8
S6676343O,0,1,4,5,6
S5023531O,0,8,2,6,5
S6976114S,0,4,8,5,3
S7302695L,8,3,7,0,1
S6220346N,7,2,3,6,8
S4143040O,5,3,1,7,2
S7985382S,0,1,6,8,4
S6917856V,0,4,5,3,6
S9883770X,0,6,8,1,3
S9284627H,7,3,0,1,8
S7914337H,0,1,5,7,2
S7181849R,7,8,6,3,1
S6887500X,5,1,8,0,3
S7221440G,6,0,1,4,5
S5007241F,2,5,1,7,6
S7978920N,1,6,0,7,8
S7622526X,7,3,0,8,5
S6389054F,0,2,4,5,3
S5418390U,1,5,4,0,8
S9038090T,4,6,2,0,3
S8328894J,1,4,8,5,6
S9525795U,2,1,8,4,0
S6694202D,5,0,1,6,7
S5228937X,5,0,1,4,7
S4470635Q,3,0,2,8,5
S6426224M,4,7,5,8,1
S7251902Y,5,6,1,2,7
S6907280F,5,4,0,8,2
S4659620D,5,8,3,2,6
S4739726D,1,0,6,5,2
S6599996N,1,6,2,5,0
S7702721B,7,2,3,5,0
S7232648G,6,8,2,0,1
S8927376N,1,6,5,3,8
S5713246O,7,8,6,1,3
S6610503K,5,1,0,6,4
S6039155N,6,4,1,2,3
S8925778N,5,0,4,6,3
S8448305C,1,7,8,5,0
S5269819O,1,7,0,5,4
S4360690C,8,6,4,7,1
S7066091V,1,2,8,4,0
S6553093E,6,8,4,0,5
S9738876Z,2,0,5,7,4
S8087224U,6,8,2,3,1
S6805292T,0,1,5,8,6
S9180122U,6,1,2,4,7
S5346378I,0,8,2,6,5
S7353395H,7,3,0,6,2
S4200185J,5,2,1,7,4
S6465497A,7,4,3,5,6
S5967067S,8,7,0,2,5
S5574243D,8,6,7,2,0
S7150678C,8,2,4,7,0
S6759675G,0,3,8,5,4
S4968322W,4,8,5,0,7
S9387171K,4,0,2,8,7
S4435899R,8,3,0,5,1
S5260239E,1,5,0,2,7
S7800147Y,0,4,7,3,1
S8648131F,5,0,1,6,2
S8335209E,0,8,1,4,5
S4977050Z,4,0,1,6,8
S5439758I,1,7,5,4,3
S4193943N,0,4,2,3,1
S6797150J,6,7,0,2,5
S8798536U,4,2,3,0,6
S4078436M,0,3,8,4,5
S9219492B,8,4,1,0,7
S9573734S,1,3,0,4,6
S6434813M,0,6,4,7,1
S8196735Q,0,2,5,6,8
S8282523O,1,7,2,6,5
S7477331P,7,0,6,8,2
S6594892M,2,8,3,6,5
S6785717F,7,0,2,5,4
S6982048N,0,8,4,6,1
S8339285P,8,4,1,0,5
S9725514L,2,5,1,3,0
S7934172H,8,1,7,5,3
S6754362G,0,8,4,6,3
S4704992V,7,5,2,4,8
S4539684G,3,4,5,8,2
S9246198U,3,1,4,7,5
S9396296K,0,7,4,2,3
S6793475E,0,7,8,2,6
S6288474L,2,8,7,1,3
S6802127T,0,1,5,4,7
S6116013I,0,6,7,1,3
S6921035Q,0,8,4,2,6
S4785947G,2,6,7,1,3
S8716426O,4,2,8,1,3
S8991536Y,6,5,1,8,4
S5836732W,7,8,6,1,0
S9518696F,0,6,1,2,4
S6025344L,6,4,0,8,3
S5862054P,6,8,7,0,4
S7382490L,6,0,7,2,3
S4091839H,4,5,3,7,1
S6115361Q,0,6,3,5,1
S7781340O,0,7,5,4,3
S6684584D,8,5,0,1,4
S4637274E,5,2,3,8,4
S4361970I,8,1,4,5,3
S9594397C,2,7,1,0,3
S6173860G,5,0,1,6,3
S7303470E,3,2,8,0,6
S9287316D,7,3,1,0,8
S5289594Z,0,1,7,5,8
S7460192U,4,0,8,7,3
S5017025T,8,0,5,7,6
S5490698J,0,3,4,7,1
S6447683X,0,8,6,3,4
S6618836C,6,0,7,4,5
S7037611A,1,4,0,8,5
S4263530F,5,2,1,7,0
S5782295J,3,1,7,6,8
S5974050H,5,7,1,2,0
S7321518N,0,3,8,2,6
S5368857O,6,1,2,0,7
S9451919V,8,1,4,2,7
S6548048C,5,0,6,1,4
S5648286C,2,0,7,4,8
S9816851T,6,1,0,7,4
S8796361G,7,4,1,5,2
S8858958T,1,7,3,6,5
S6885088B,1,0,4,5,8
S6455621Y,0,3,6,7,4
S6447609K,7,0,3,5,6
S8821200U,1,7,5,0,2
S4155962D,1,0,4,7,2
S5782253R,3,7,1,4,6
S9427255W,0,1,8,4,5
S7010199Z,1,7,5,0,2
S9518850Q,2,3,1,7,6
S9520422B,1,2,3,0,8
S6775277Q,0,7,3,6,8
S9577800D,2,6,7,1,8
S9460134F,8,0,2,4,5
S4074326M,3,1,0,2,4
S5869436T,7,5,1,6,0
S9197892G,0,8,2,6,3
S6881081E,1,8,0,3,5
S7372625N,1,0,6,3,4
S4387511K,3,8,0,1,2
S9806556J,1,0,6,8,2
S4701576H,8,3,0,6,5
S4017283F,1,7,3,4,5
S5704994E,1,3,7,4,2
S7175997Y,8,6,7,4,5
S5115309C,0,7,2,3,4
S5372297F,1,7,6,2,0
S6401132D,7,3,6,8,0
S5052830D,5,0,6,7,1
S6499092I,3,8,0,4,7
S9307142R,4,7,0,8,1
S9522280J,1,2,4,8,7
S5352312R,6,1,2,7,0
S4036246Q,7,3,2,4,5
S8002243M,8,1,5,6,4
S7211057O,6,0,1,4,8
S6114241U,3,6,5,1,8
S9055463F,7,6,4,8,5
S8836236Q,1,0,8,4,7
S7259665T,1,6,7,0,8
S5155447J,0,6,1,8,7
S8543187E,0,7,8,6,5
S6443204Q,6,5,0,4,8
S5272563C,8,2,0,5,7
S6621689S,6,7,0,1,5
S4153629R,5,0,1,4,6
S5801553V,0,8,6,7,4
S7035600R,8,0,4,7,6
S6458881O,3,6,7,8,0
S8020361A,2,6,4,3,8
S8508148E,0,8,6,2,4
S7485797Y,3,8,0,4,2
S7020125X,8,3,1,4,2
S7404188W,8,2,7,5,3
S9015385Y,6,8,5,1,3
S6822820H,1,3,0,5,2
S5890595L,7,6,8,0,4
S7109331K,7,2,4,8,1
S8498579P,8,1,3,4,0
S7167719O,5,1,7,8,2
S9899697V,0,1,4,6,8
S6161503J,5,1,7,0,6
S8294759C,0,6,8,4,1
S6848215H,6,8,4,0,1
S7609955G,7,5,0,1,2
S6345729T,2,0,4,7,8
S6651115U,6,0,7,1,2
S6903549P,0,5,4,1,8
S8772448U,8,4,3,5,1
S9001914W,7,6,2,4,1
S5714419B,6,1,7,3,4
S9316689B,7,4,2,1,3
S8521991H,8,4,0,5,2
S8820481V,8,6,7,1,4
S5326563K,0,2,6,4,8
S9695286H,6,2,4,8,1
S9892771G,8,6,2,1,0
S8778984V,5,7,2,1,0
S8184141N,5,0,2,1,7
S6886823X,1,0,5,4,8
S5771557U,6,3,4,1,8
S4695362A,5,6,1,2,4
S6744459U,0,2,8,6,3
S9201006Y,4,0,6,3,8
S6547405W,2,8,5,6,1
S8227128A,7,0,2,6,3
S6914622W,0,1,8,4,6
S5653172S,5,0,4,2,3
S6156514P,0,6,3,5,2
S4573135K,5,0,6,4,8
S6788994H,8,7,0,6,5
S8471549A,0,8,1,7,3
S7171707U,1,7,3,5,2
S5093317N,0,6,8,5,2
S8323592O,1,5,7,0,2
S5856217G,0,1,6,7,5
S4226181D,4,5,1,2,8
S6559991J,2,6,1,5,3
S7675234N,4,8,0,7,5
S6311709D,4,1,2,0,8
S4849789G,6,8,1,3,7
S8515622K,2,7,6,4,8
S9395399V,7,1,2,6,3
S8041561Q,5,6,8,7,1
S4945283Q,4,8,0,2,3
S8475978T,0,8,1,7,3
S7395947T,6,0,1,7,4
S8634454V,7,1,5,3,6
S6646928N,7,1,6,5,2
S4775740D,0,5,8,2,3
S8506126Q,8,4,2,6,3
S7266441J,6,5,1,2,7
S8162347W,2,6,7,0,8
S5897203E,8,7,3,5,6
S7213190K,1,5,8,6,0
S8503411I,8,6,7,0,4
S6778960P,0,5,7,6,3
S7255233S,0,5,6,1,8
S6562525G,5,8,6,1,0
S8944764P,5,1,7,6,0
S9509511L,1,2,3,8,4
S7202980Q,0,6,3,4,5
S8727505U,1,7,2,4,3
S7071584L,7,1,2,8,4
S7292409L,8,6,7,0,1
S6692340M,4,0,1,8,5
S6822213T,0,1,4,8,3
S7331657D,0,3,2,4,8
S8487713T,8,1,0,3,4
S5045685N,7,0,3,6,8
S6687093P,5,0,1,8,4
S9199614S,7,1,3,6,4
S8603378Y,2,3,5,0,8
S5239762T,4,2,1,5,0
S8668573A,5,2,1,7,3
S5554623C,8,4,0,6,5
S5757946I,1,6,0,3,4
S8879076D,7,0,8,4,5
S9673315X,0,2,8,6,4
S9788502Y,7,0,2,1,3
S9798536R,2,0,1,6,3
S7204554L,7,6,0,1,8
S6445144V,8,7,1,3,0
S5759248W,5,0,3,8,1
S6063129K,4,2,5,6,8
S8834527A,3,1,5,0,8
S8944781F,6,4,1,5,8
S7264237R,6,1,0,5,4
S8578570O,6,5,0,8,7
S4044242O,5,1,7,4,3
S5311574S,0,4,6,5,8
S8060505Z,6,2,7,1,5
S6135031R,0,6,3,2,5
S4430632S,7,4,3,1,6
S6750965I,6,7,0,2,8
S6798125T,0,5,7,6,4
S6362900F,0,7,6,4,1
S5946253T,5,8,7,1,2
S6934892Q,0,2,4,1,8
S7912060U,0,8,4,1,3
S4617604M,2,7,3,8,5
S9629239A,8,2,0,6,5
S7345235S,1,8,6,7,4
S4277981Q,5,2,1,4,8
S7172551Z,3,1,4,6,5
S6843323Z,5,0,1,4,6
S8537479T,7,8,6,2,0
S5397107X,1,2,7,4,6
S5476746A,7,1,2,5,4
S8573883W,8,5,2,3,7
S8136344Y,6,2,7,0,8
S4060699N,3,5,1,0,7
S9791681M,2,7,5,1,3
S6461431J,7,0,1,3,6
S5252253B,7,3,1,0,2
S7259330Q,5,1,6,0,2
S8750273S,6,7,2,4,3
S7035246O,6,4,7,0,1
S9112342F,2,0,8,6,3
S7417711C,0,7,6,3,5
S8910360F,5,6,3,0,1
S5405469I,1,4,5,0,8
S7149423W,1,8,4,6,5
S8978173N,0,6,8,5,4
S8330277U,8,4,3,2,1
S9712954R,2,7,8,0,1
S5275118K,0,4,1,6,8
S7120090J,8,4,6,2,1
S6588321H,1,0,6,5,2
S8801347O,8,7,3,1,2
S9050208U,5,8,4,6,1
S9260974J,8,5,3,1,4
S6819632X,1,0,4,5,6
S8972273Q,5,1,6,7,2
S5905141E,2,8,7,0,6
S4048627B,4,1,3,8,5
S6776408T,2,0,6,8,3
S6472102V,3,7,5,0,4
S7089152J,0,4,2,1,3
S9381633C,4,7,1,8,3
S6618411W,5,1,0,8,6
S4636385V,8,5,1,6,2
S7328719K,4,2,3,7,1
S5766286P,1,7,3,5,6
S6518229L,2,0,6,4,3
S6238727U,2,8,0,3,1
S6808601I,5,1,0,4,8
S9360224P,4,3,7,5,0
S7454939K,0,2,8,4,5
S5343529M,5,7,2,1,0
S6792632F,0,6,5,7,4
S5475677Z,7,1,2,0,3
S4423156A,0,6,4,2,7
S6358885A,5,2,7,1,0
S7441002R,0,3,2,4,7
S6434507H,8,7,0,5,6
S9079784A,7,3,6,0,1
S6015622D,3,6,5,4,2
S7102793M,8,5,1,4,7
S7647944Y,0,4,3,8,5
S4198211M,3,2,0,4,7
S7167550H,5,7,8,2,4
S7607098U,4,7,2,3,0
S6966620C,5,0,1,2,7
S6766063Z,0,8,6,5,7
S9446808G,8,5,3,7,2
S5923712N,5,0,4,8,1
S9176169Y,1,0,6,5,7
S6047363X,6,8,4,0,3
S6942111M,4,8,0,2,3
S8043296Z,5,4,6,0,3
S5938386W,0,5,7,8,2
S6719259K,5,0,7,2,6
S7839474W,5,0,4,1,8
S8712836I,4,1,5,0,6
S8569110A,6,7,8,5,1
S4706132J,0,8,4,2,6
S5476430Y,1,7,4,8,5
S4976129W,0,8,4,2,3
S9364697K,7,4,6,1,2
S7702235K,3,2,7,4,0
S6830994E,1,3,8,0,5
S6610421M,6,1,0,5,7
S4058163I,3,5,1,8,4
S6095440N,0,8,4,3,6
S9378498N,1,4,0,7,3
S6811613P,4,0,5,1,8
S6122012G,5,0,1,3,4
S7396930J,0,6,1,5,2
S7159266Y,4,5,1,8,2
S6846525N,4,0,5,1,3
S4731955A,0,6,8,4,1
S8161536B,6,2,1,3,0
S9611918W,8,2,6,3,0
S7871138G,0,2,8,5,4
S7476147P,7,2,3,4,5
S9380403B,7,3,0,1,2
S7807999K,5,8,0,1,7
S4185475Q,1,7,5,2,0
S6704194L,8,5,0,3,2
S8487819Y,0,8,3,4,1
S7115856R,7,8,1,5,4
S5667393T,2,0,8,5,6
S9034916O,4,6,3,8,5
S5075613O,6,8,0,7,4
S5730314I,3,1,7,8,4
S4416408R,7,1,6,2,3
S9657253U,0,6,2,8,3
S9401256X,1,7,0,4,5
S5583593A,8,2,5,3,6
S9669849W,8,0,6,4,2
S6797842A,5,6,7,0,2
S7255513T,0,6,4,5,8
S6313521A,4,2,0,1,3
S9519309O,1,4,2,3,8
S4809852Z,4,7,1,2,5
S7342229Q,6,0,7,3,4
S6417602T,4,1,3,0,6
S9030420N,6,7,5,4,1
S6645379G,5,0,1,4,8
S8775775L,4,7,3,2,1
S9824222V,6,1,0,7,4
S9857722K,8,6,1,0,2
S5608287Y,2,7,1,5,4
S7368411R,7,6,0,3,4
S8053141V,8,5,4,1,6
S7305058T,0,2,1,6,3
S8306084O,8,4,5,1,0
S6939062N,2,8,0,4,5
S8268989S,6,0,8,1,3
S6577658G,5,7,4,1,6
S7470937D,0,3,2,8,5
S6763408Q,2,0,7,5,3
S8025290M,6,5,4,3,8
S8768786F,4,1,3,8,2
S5170924T,8,3,2,7,6
S8864852A,1,2,7,3,5
S7028146X,0,1,3,5,6
S6715666Y,8,3,0,2,7
S6450704V,6,7,3,8,0
S9760510O,2,6,1,0,7
S9452222A,8,2,4,7,5
S7745761C,0,7,3,6,2
S6426696E,7,0,1,3,5
S9058207Y,8,2,5,7,6
S6686749N,0,8,5,6,2
S6290707E,4,6,8,7,2
S8673639C,2,5,1,0,8
S6425477Q,7,4,3,6,2
S5568018U,8,6,0,5,2
S6283120G,8,2,0,6,4
S6394001I,4,0,2,1,5
S6450815T,7,3,0,6,8
S9186942E,2,0,8,6,3
S6189100D,0,3,6,8,7
S9876549F,0,6,8,1,2
S6921692O,0,8,4,6,1
S6409666A,3,0,8,7,6
S7040187A,1,7,5,0,2
S6373409H,2,4,0,1,3
S4768818P,8,5,4,0,2
S6996326V,4,0,5,8,1
S7620390A,8,7,6,0,4
S6465921Y,3,0,8,1,7
S4623627S,3,8,5,4,6
S7403024R,7,0,2,3,8
S4880690I,4,6,1,0,7
S4373995D,4,1,7,2,3
S5911982C,6,5,7,4,8
S9633010D,8,4,2,6,3
S8428958M,8,3,7,2,1
S7052359K,1,0,4,6,8
S6443652R,7,6,8,0,3
S6527187Y,1,5,4,3,2
S4014108S,4,7,1,3,6
S6598349K,5,8,1,6,0
S4063808G,7,4,1,3,8
S4698292L,5,1,8,6,2
S6918920N,5,0,1,8,4
S5238890X,1,0,5,8,2
S6112599V,0,6,3,5,2
S8297629F,0,6,7,4,8
S7631236G,8,7,6,3,4
S7374986B,2,1,3,7,4
S9591890A,1,2,3,8,4
S6633718L,6,0,8,7,4
S6577232A,1,6,2,5,3
S6983105T,0,5,8,4,1
S7440285Z,0,3,5,8,4
S8202035V,0,7,1,6,3
S4899347D,8,5,3,1,4
S9137972R,5,1,6,0,4
S7805250S,7,1,5,3,2
S7464931F,8,3,0,5,7
S7107543Z,7,8,3,6,5
S5802114V,5,0,7,8,6
S6450066W,6,3,0,8,7
S6834430E,5,1,2,8,0
S8555847O,6,8,0,3,4
S4237411B,2,3,4,1,5
S8356495B,4,1,2,8,0
S6449416V,4,0,1,7,6
S6194299M,5,8,1,3,0
S4806421F,4,8,5,1,0
S6445311F,5,0,6,4,8
S6407192F,8,3,6,4,0
S6778358D,0,8,7,1,4
S9075049L,3,4,5,7,1
S4760403J,0,8,5,2,3
S4713463D,4,0,5,6,8
S7150781N,8,6,0,4,5
S7178259Y,8,2,3,7,4
S5053967U,8,7,5,0,3
S6059397N,7,2,4,6,0
S4680973C,7,5,3,6,4
S4988757U,8,0,1,4,5
S9818884C,8,6,4,1,0
S6923598H,8,6,4,0,7
S6585164P,2,8,5,6,1
S6969274Q,0,4,6,8,1
S9359652H,3,5,7,0,2
S5765523C,1,7,3,6,5
S8389096Z,4,8,3,1,0
S6563412E,6,1,5,3,7
S5983699P,4,0,8,5,1
S4033114E,5,4,7,3,1
S6772515S,5,0,4,6,8
S6374671H,4,0,2,1,5
S5212847S,7,2,1,8,6
S5084190P,0,5,6,1,4
S4080196Y,3,4,1,7,5
S4502632E,4,5,2,1,3
S9664093U,8,6,2,3,1
S6589723V,6,7,2,1,8
S6624270Y,1,5,8,0,2
S4710787C,0,8,5,2,3
S6408313U,7,6,0,3,4
S6400832O,8,0,4,3,5
S6868335M,0,5,6,1,8
S6957008A,4,2,0,8,5
S7119025X,1,8,4,6,0
S4780201L,8,2,6,0,5
S4049608O,3,1,7,5,6
S6711300X,5,0,7,2,8
S8235765Q,0,7,6,2,1
S4637313K,8,5,6,3,1
S5780954Y,4,3,8,2,1
S7748948Y,4,0,8,3,5
S5117850E,8,7,0,2,3
S6268008G,8,4,2,3,1
S7839193X,4,7,0,6,8
S5089367A,6,4,5,7,2
S6669758V,5,0,6,4,1
