User,Item 1,Item 2,Item 3,Item 4,Item 5
S7244291M,8,6,7,0,5
S8466562J,7,8,3,0,1
S4239000D,1,2,4,5,8
S6408313U,4,6,7,0,3
S8414658G,4,7,1,8,6
S7355539A,0,6,1,4,8
S5933928Y,6,0,4,5,8
S8463867K,8,1,3,7,4
S8667095R,0,1,2,8,6
S7800147Y,0,4,7,1,6
S6644008K,0,2,1,4,8
S8072825N,0,8,4,5,3
S7748948Y,4,8,0,3,5
S9795870P,2,5,1,0,4
S5330818V,0,2,8,4,7
S4802305J,8,7,0,4,6
S8710961U,0,4,8,7,3
S4352083W,4,7,6,1,2
S9522755V,1,0,4,6,5
S6620748P,2,0,7,8,1
S7927581F,6,4,7,1,0
S9813502U,0,8,4,6,7
S7404041H,0,8,3,2,7
S6409351R,7,8,6,0,3
S6517527A,6,4,0,2,1
S6903549P,0,2,5,1,4
S6744708J,0,4,6,5,8
S4503606Q,4,2,8,0,3
S9369571U,0,7,1,6,2
S6454339Z,4,8,3,0,7
S6932913S,0,6,8,1,5
S5704994E,4,1,7,0,3
S7757272P,3,8,5,6,0
S4603910T,1,8,4,3,7
S8007544M,0,6,1,4,8
S7732399R,0,1,4,6,3
S6525694K,1,0,6,2,7
S4225834C,4,8,1,5,2
S4234290X,8,4,2,0,5
S8031384A,1,5,8,4,7
S6852141E,7,8,0,5,1
S7281288Q,5,0,6,4,3
S9490805E,8,7,0,6,2
S5862054P,6,8,4,1,5
S7250781W,0,6,1,5,4
S9459600N,8,7,0,6,2
S4161017Y,4,8,5,0,2
S4975007B,0,4,8,1,6
S6486772U,8,0,3,5,2
S9798611N,2,1,0,6,8
S7025910R,8,0,4,3,1
S9350603M,4,1,7,2,0
S7349967P,4,3,6,0,2
S4355497H,3,2,4,5,0
S4624037K,8,3,5,2,6
S9396246W,7,2,4,5,6
S6574552P,3,1,4,6,7
S7908951W,0,6,4,2,8
S8846937G,8,4,3,1,0
S6619092B,1,0,4,5,3
S9290500S,0,8,4,3,5
S9214711K,8,1,4,0,2
S6413473E,0,7,3,8,2
S6752799R,4,8,0,2,5
S5729250S,3,6,4,0,5
S4076007V,7,8,5,1,0
S5625876W,4,7,1,0,2
S5727572A,6,1,4,0,8
S5632760M,1,0,7,5,4
S8435459Y,8,4,7,3,2
S8025290M,4,5,8,6,0
S9272707S,4,1,0,7,3
S5868818N,8,6,7,0,2
S4060820K,1,7,0,6,5
S6095440N,4,8,0,2,6
S7343152C,0,4,3,1,8
S8953380L,6,0,4,3,7
S9549473J,0,1,4,3,7
S6240756I,1,4,7,3,8
S8469274V,1,8,7,3,0
S9039551H,1,6,0,5,7
S4093521K,4,5,3,0,7
S8154596C,0,1,4,5,6
S5050668D,5,0,2,8,1
S4968322W,0,8,5,4,2
S4377281Z,1,3,0,4,6
S6848373B,1,7,0,4,8
S6885088B,0,1,4,7,5
S6763408Q,0,1,4,7,5
S7097356Y,0,4,6,1,7
S7251902Y,6,0,1,5,7
S8744781E,4,8,3,0,5
S6771094Q,7,0,4,8,3
S8854102A,0,8,4,6,5
S6093380R,4,0,6,3,8
S6256008Q,3,5,7,1,8
S5913783N,8,5,0,3,6
S7732803Q,6,4,7,2,8
S7121840Z,8,4,7,1,5
S5823543O,8,1,6,4,2
S7489326I,0,8,5,3,7
S9311531D,2,7,8,4,1
S8615285A,2,0,5,3,1
S6565196K,6,4,1,5,3
S7388075A,5,3,0,4,2
S6520961I,1,0,6,4,3
S7933371U,1,0,7,4,5
S5840161J,0,6,8,7,4
S6811613P,0,4,5,8,6
S4874737B,1,0,4,7,8
S6087786J,4,0,5,6,8
S7232652G,6,0,5,8,1
S6971655K,0,5,1,4,8
S4894527W,8,0,5,7,3
S4351150C,8,2,1,4,0
S5033482X,0,8,2,7,4
S7165079K,8,0,7,6,3
S7102629P,7,4,3,8,0
S8941532Z,1,3,6,4,7
S6594598P,6,4,8,2,7
S9381633C,4,2,7,8,0
S6067955T,0,4,8,1,6
S6819230S,4,7,6,0,5
S8697417H,1,0,2,7,4
S6074780Q,4,6,0,7,1
S7604987M,4,0,6,8,2
S4704801U,1,8,4,0,7
S9446808G,8,5,0,3,2
S7149423W,1,7,4,3,8
S6548272X,6,1,3,7,2
S4197519D,0,1,7,2,6
S4217359U,8,5,2,4,0
S7412707S,8,6,0,7,4
S4078436M,0,4,8,5,7
S9081098H,1,4,0,8,5
S7245874L,0,6,5,8,2
S9224661J,0,8,4,1,3
S8427875S,8,1,5,7,3
S7066091V,1,0,6,8,3
S7901572Z,4,0,6,3,2
S6519917Q,7,8,1,3,5
S6979973Y,0,6,4,1,8
S6530504M,1,5,6,4,8
S4066741A,7,8,6,5,4
S6982597T,0,5,6,4,2
S6265723E,4,3,6,1,8
S7020101B,1,0,6,8,3
S7164572S,1,7,4,3,8
S4871149O,8,0,5,3,6
S6848215H,4,6,5,0,7
S5944141K,5,0,1,6,7
S6472362O,0,4,3,8,6
S9722793V,5,1,6,2,3
S6477927U,3,8,0,5,7
S6631691X,0,1,2,6,5
S6622648Q,5,0,3,4,1
S6264530S,0,8,3,4,7
S8660485G,1,0,2,3,7
S5982226C,8,5,7,0,1
S9807924F,0,6,4,8,7
S6443204Q,3,0,5,4,8
S6282121Q,1,5,8,4,7
S9235114Q,0,1,6,4,8
S7007541W,8,7,0,6,3
S8523965W,8,0,4,7,1
S4185475Q,0,1,7,2,6
S5377806H,0,1,6,7,8
S7706302N,6,8,5,1,4
S8385992D,4,6,1,0,7
S7187669Q,4,7,6,3,8
S7239056Q,6,4,5,0,1
S6444639Y,4,0,8,5,7
S8145262E,8,2,5,1,4
S8053141V,8,4,5,0,3
S7622526X,8,7,0,5,6
S8521823Q,4,8,0,3,5
S7855374V,0,3,5,4,1
S9621273C,8,0,6,1,4
S6661188F,4,0,3,2,1
S8092164I,4,2,3,6,8
S6544375I,5,1,4,6,8
S5314938Y,0,2,1,5,8
S9747438C,1,5,4,2,0
S8895452Z,1,4,8,7,6
S6744459U,8,0,5,3,4
S6895632M,5,1,0,4,8
S6948394U,6,0,2,8,4
S6709486N,5,0,8,1,4
S4361970I,1,8,4,5,3
S9254908G,8,3,0,5,1
S5826057H,8,0,6,1,3
S6767569I,4,1,0,7,8
S4830161P,5,0,3,4,8
S8164355X,7,8,2,1,6
S6268711C,4,0,3,5,6
S6761143J,8,4,1,0,7
S6332373A,4,0,7,6,2
S4325976U,1,3,6,4,0
S6856934U,0,4,7,6,5
S7062263Y,4,0,8,1,3
S6592098S,6,4,5,1,3
S7058557M,0,8,6,4,1
S6959498S,0,1,6,2,5
S6562525G,5,3,8,0,6
S6507551Y,4,1,7,0,2
S5266215D,8,0,5,1,2
S7827924S,0,1,2,4,7
S5112438Y,8,0,5,2,3
S7214996P,0,4,1,6,5
S7435740S,8,7,0,3,6
S9781995L,2,8,1,5,4
S9766694T,0,2,8,4,7
S7033363A,1,0,4,8,7
S9193476V,0,8,5,3,1
S6745519E,0,8,7,4,5
S7445992M,8,6,0,4,3
S6935713I,4,0,6,1,3
S4153110B,4,3,0,7,2
S7259533N,0,6,4,5,2
S6304449O,8,0,2,4,1
S6538449E,4,5,1,6,7
S8477482C,8,7,1,0,3
S6923056W,4,6,0,1,5
S7811426Z,8,0,2,5,4
S7036360Y,4,1,0,3,8
S7350987P,1,0,6,5,4
S5566589B,8,4,0,5,3
S6600031T,0,3,8,5,2
S7372701T,1,3,2,4,8
S6415470T,3,0,8,4,5
S7919619J,6,4,1,5,8
S6531195U,5,3,0,6,2
S9277976A,1,0,4,7,3
S9203778X,0,8,4,3,5
S6607239O,0,1,4,3,5
S7663563D,8,0,1,5,2
S8862531O,8,1,0,4,5
S7978920N,0,1,6,4,7
S6572479F,5,3,1,0,8
S6489559U,1,0,7,6,3
S8254528A,8,7,6,0,5
S4454256N,4,6,0,3,5
S8916493D,5,6,8,3,0
S6843631Y,6,8,5,0,4
S9703781F,5,8,2,0,6
S7071584L,0,6,7,8,1
S7653161N,8,0,5,2,4
S6314643Q,0,4,8,3,5
S5394499X,6,4,1,0,7
S7251033K,6,0,5,1,7
S9333691M,4,0,2,3,7
S4236142O,4,8,0,5,3
S4366465X,8,4,5,3,0
S6025344L,4,6,0,8,5
S9506895O,3,0,2,6,8
S5285758W,7,8,1,0,3
S9837657U,4,0,8,6,3
S7149785J,4,8,3,7,5
S5910970Z,4,5,6,8,0
S9154810F,4,3,0,7,2
S4930255E,8,5,0,4,2
S5973251P,4,1,0,5,7
S8225973H,8,0,1,5,6
S7440664O,0,3,8,7,4
S7430025Y,8,0,3,6,5
S6778960P,0,5,4,3,6
S7047252C,0,4,6,8,3
S8223867A,6,5,4,0,7
S9768305R,2,5,1,0,8
S9895793V,0,1,4,6,7
S6852141D,5,4,1,8,7
S8316450R,8,1,0,7,5
S5839206I,6,8,4,1,0
S4079783I,7,4,6,0,5
S4641165C,8,3,4,5,6
S5783942F,4,2,3,1,5
S9548168Z,3,0,5,6,2
S4256928U,8,4,5,1,2
S5524678P,8,5,4,0,7
S9277711A,0,1,4,6,3
S9647667M,6,0,4,3,1
S6201046T,1,8,7,6,2
S7218397M,6,5,0,4,8
S9469140E,8,4,6,0,7
S7353696K,0,4,8,2,3
S7763865Q,0,8,5,4,3
S9401973U,8,0,4,5,2
S9787129B,1,5,8,2,0
S6938044E,0,4,1,5,8
S5852676E,8,5,3,6,4
S7985382S,0,6,1,4,8
S6695359F,5,1,8,7,0
S6115453Z,4,3,0,6,8
S8910360F,8,5,3,0,6
S6300898D,4,0,8,2,5
S6821456E,7,8,0,4,5
S6042989T,8,5,0,4,3
S8595177O,0,4,6,5,1
S9226738A,0,4,1,8,5
S5476430Y,4,1,0,5,7
S6552416F,6,0,3,4,8
S6440472V,8,4,2,0,7
S4591539B,4,8,6,0,7
S9152071L,2,3,8,0,6
S7413550A,4,7,6,0,8
S5000670V,0,8,6,7,1
S4998486D,4,0,8,3,2
S8516036C,4,6,7,0,8
S9866685Q,8,7,0,6,1
S6592214G,3,2,5,4,0
S4716334A,4,8,1,5,7
S8599720U,0,4,8,3,7
S6983297V,0,4,1,6,5
S6932908V,8,4,0,2,1
S5708370G,8,4,1,2,6
S8411049C,1,8,7,0,2
S7149337B,5,3,7,8,0
S8828390F,8,0,5,3,4
S7352394L,6,2,8,4,0
S4208075B,4,8,2,3,0
S8009035S,0,6,4,5,8
S9801552P,0,6,1,4,7
S7897846S,4,0,1,7,6
S6653336D,1,4,6,0,2
S6083815Q,8,4,0,5,6
S7735242D,0,6,4,1,3
S7084595Q,4,8,0,6,1
S8030121R,6,8,5,0,1
S7455395Y,0,8,7,6,3
S4476660U,5,3,8,0,2
S7268806O,6,4,0,5,7
S6693577X,0,4,5,3,2
S5053389M,0,1,7,2,3
S7476147P,8,3,0,2,5
S5436556M,1,4,0,5,7
S8501876B,4,8,5,7,6
S5071839X,7,0,1,6,4
S6905810P,0,6,4,2,1
S8119074G,1,0,3,5,2
S6283120G,8,3,0,4,7
S6340590L,0,4,6,8,7
S5921435A,5,8,0,4,3
S8715679M,3,4,0,6,7
S6543361T,2,7,1,6,8
S5501550J,8,3,5,4,6
S4406038F,4,0,3,5,8
S7660874Z,8,7,0,2,6
S4593596Z,8,2,7,5,0
S9309207O,4,2,7,8,3
S5417166Z,0,6,1,7,8
S6716173V,0,8,1,6,5
S7320891V,4,6,0,1,8
S6491894Q,8,4,0,3,5
S4586997G,1,0,2,8,6
S6984157S,0,4,6,5,8
S7228121V,0,6,1,4,7
S7188155K,3,5,8,4,6
S4114853X,5,0,2,7,3
S8990364E,1,5,3,8,4
S6470879P,0,7,6,4,3
S7408233B,0,8,6,5,1
S5274271M,0,4,5,6,8
S8745901W,3,8,0,4,6
S7969230N,2,4,5,6,0
S6514312R,7,8,3,1,5
S6425299S,8,3,0,5,4
S8215476E,0,8,7,5,1
S6559187S,3,8,5,2,6
S7407942Y,0,7,6,1,8
S6747550M,5,0,8,1,4
S7028848O,6,0,1,4,8
S9163148Y,4,3,6,0,1
S7923385L,0,1,6,4,5
S7237164R,4,5,6,0,1
S4695362A,8,6,4,1,5
S9542519T,6,0,8,3,1
S4228954D,8,4,0,3,7
S6927373K,0,8,2,6,4
S7276075N,6,0,1,5,4
S8879076D,0,7,8,4,6
S8639983E,0,2,8,4,3
S8440324V,8,1,2,7,0
S7240064E,6,7,4,0,5
S9299237S,0,1,6,4,8
S6646928N,1,8,7,5,2
S9014217L,8,6,0,1,5
S5472823M,0,4,7,8,3
S5429066I,7,0,1,6,4
S8084199F,0,4,6,2,8
S8616130C,0,2,3,5,8
S9628356B,8,0,3,2,4
S7476675U,8,3,6,0,2
S8593124Z,0,8,7,4,2
S5753174I,4,1,7,5,8
S5124923W,8,4,0,2,6
S5759008X,4,6,2,7,1
S7299662E,8,6,0,5,1
S5628610I,7,0,1,6,3
S5054059Q,0,3,5,6,8
S7772575X,0,1,6,4,3
S8858958T,1,0,8,6,7
