NRIC,age,gender,job_industry,income
S4182997U,79,female,professional_services,5070
S4185475Q,79,male,heal_social_services,6143
S4185943S,79,female,transportation_storage,3803
S4186427M,79,male,wholesale_retail_trade,4505
S4186712H,79,male,arts_entertainment_recreation,3955
S4187076S,79,male,wholesale_retail_trade,4505
S4189205V,79,female,professional_services,5070
S4191598K,79,female,public_administration_education,5485
S4191643D,79,female,wholesale_retail_trade,3675
S4192924D,79,male,financial_insurance_services,7583
S4193943N,79,female,administrative_support_services,2583
S4194551S,79,male,transportation_storage,3000
S4195982B,79,male,transportation_storage,3000
S4197519D,79,male,heal_social_services,6143
S4198153H,79,male,real_estate_services,4706
S4198211M,79,female,administrative_support_services,2583
S4200185J,78,male,heal_social_services,6143
S4200769M,78,female,construction,3803
S4207549S,78,female,arts_entertainment_recreation,3422
S4208075B,78,male,construction,4241
S4211468R,78,female,financial_insurance_services,6093
S4211896Q,78,male,administrative_support_services,2535
S4213736X,78,female,heal_social_services,3803
S4214251W,78,female,information_communications,5070
S4216233T,78,female,construction,3803
S4216644Q,78,female,information_communications,5070
S4217359U,78,female,manufacturing,3900
S4218230Y,78,male,construction,4241
S4218583G,78,female,accommodation_food_services,2008
S4218610E,78,female,real_estate_services,4212
S4218769C,78,male,wholesale_retail_trade,4505
S4218826G,78,male,others,4332
S4222189Q,78,female,construction,3803
S4222785K,78,female,others,4377
S4224309N,78,female,professional_services,5070
S4225834C,78,female,information_communications,5070
S4226181D,78,female,professional_services,5070
S4228235Z,78,female,financial_insurance_services,6093
S4228954D,78,female,public_administration_education,5485
S4230603V,78,male,administrative_support_services,2535
S4231407C,78,male,administrative_support_services,2535
S4233471O,78,male,administrative_support_services,2535
S4233680D,78,male,public_administration_education,6581
S4234290X,78,male,manufacturing,5070
S4235739P,78,male,accommodation_food_services,2560
S4236142O,78,female,public_administration_education,5485
S4236257Z,78,male,financial_insurance_services,7583
S4237411B,78,male,wholesale_retail_trade,4505
S4239000D,78,male,heal_social_services,6143
S4239896A,78,male,information_communications,6435
S4241622V,78,female,wholesale_retail_trade,3675
S4245932M,78,male,arts_entertainment_recreation,3955
S4246961L,78,female,information_communications,5070
S4247847V,78,female,manufacturing,3900
S4248789C,78,female,real_estate_services,4212
S4252259B,78,female,public_administration_education,5485
S4253469X,78,female,administrative_support_services,2583
S4254926E,78,male,construction,4241
S4256928U,78,female,financial_insurance_services,6093
S4257943P,78,female,real_estate_services,4212
S4258563R,78,female,professional_services,5070
S4258901B,78,male,construction,4241
S4260311Q,78,male,wholesale_retail_trade,4505
S4260340P,78,male,financial_insurance_services,7583
S4261784J,78,female,construction,3803
S4262689A,78,male,information_communications,6435
S4262937E,78,male,information_communications,6435
S4263396H,78,female,heal_social_services,3803
S4263530F,78,male,heal_social_services,6143
S4265896E,78,female,accommodation_food_services,2008
S4266069P,78,female,construction,3803
S4266999V,78,male,real_estate_services,4706
S4267018O,78,female,accommodation_food_services,2008
S4267637H,78,male,manufacturing,5070
S4268531C,78,male,wholesale_retail_trade,4505
S4270231J,78,male,professional_services,6110
S4270235C,78,male,others,4332
S4271171D,78,female,professional_services,5070
S4271873C,78,female,administrative_support_services,2583
S4272073W,78,male,information_communications,6435
S4272308F,78,male,construction,4241
S4272353E,78,female,real_estate_services,4212
S4274935U,78,female,wholesale_retail_trade,3675
S4275523A,78,female,wholesale_retail_trade,3675
S4276044K,78,male,arts_entertainment_recreation,3955
S4276305C,78,male,construction,4241
S4276610F,78,male,accommodation_food_services,2560
S4277981Q,78,female,professional_services,5070
S4280548G,78,male,transportation_storage,3000
S4281642T,78,male,transportation_storage,3000
S4282030J,78,male,transportation_storage,3000
S4283618S,78,female,heal_social_services,3803
S4285983B,78,male,administrative_support_services,2535
S4287023N,78,male,real_estate_services,4706
S4288406O,78,female,real_estate_services,4212
S4288757V,78,male,information_communications,6435
S4291309T,78,male,financial_insurance_services,7583
S4293188L,78,male,heal_social_services,6143
S4294187K,78,female,wholesale_retail_trade,3675
S4295885V,78,male,wholesale_retail_trade,4505
S4296178W,78,female,construction,3803
S4298422W,78,female,information_communications,5070
S4300559U,77,male,real_estate_services,4706
S4300731F,77,female,manufacturing,3900
S4300811L,77,female,wholesale_retail_trade,3675
S4303107B,77,male,others,4332
S4305944D,77,male,wholesale_retail_trade,4505
S4306930C,77,male,accommodation_food_services,2560
S4311585I,77,male,arts_entertainment_recreation,3955
S4311975G,77,female,heal_social_services,3803
S4312193C,77,female,information_communications,5070
S4314994X,77,male,arts_entertainment_recreation,3955
S4315047Z,77,male,financial_insurance_services,7583
S4315997W,77,female,public_administration_education,5485
S4317786W,77,female,administrative_support_services,2583
S4320511A,77,female,public_administration_education,5485
S4321298O,77,female,public_administration_education,5485
S4321388K,77,male,accommodation_food_services,2560
S4322233Z,77,male,real_estate_services,4706
S4324977S,77,female,real_estate_services,4212
S4325720R,77,male,wholesale_retail_trade,4505
S4325976U,77,female,heal_social_services,3803
S4327058U,77,male,arts_entertainment_recreation,3955
S4331170F,77,female,manufacturing,3900
S4334686P,77,male,wholesale_retail_trade,4505
S4335032F,77,male,information_communications,6435
S4336681J,77,female,accommodation_food_services,2008
S4337327T,77,female,real_estate_services,4212
S4337797U,77,male,wholesale_retail_trade,4505
S4342176D,77,female,wholesale_retail_trade,3675
S4344772J,77,female,construction,3803
S4344976U,77,male,heal_social_services,6143
S4346953Y,77,male,information_communications,6435
S4351150C,77,female,wholesale_retail_trade,3675
S4351782V,77,male,information_communications,6435
S4352083W,77,male,others,4332
S4353451I,77,female,transportation_storage,3803
S4355109A,77,male,administrative_support_services,2535
S4355215T,77,female,manufacturing,3900
S4355497H,77,male,professional_services,6110
S4356181Y,77,male,transportation_storage,3000
S4358141U,77,male,information_communications,6435
S4360625L,77,female,accommodation_food_services,2008
S4360690C,77,male,information_communications,6435
S4361676O,77,female,heal_social_services,3803
S4361970I,77,female,information_communications,5070
S4362752L,77,male,public_administration_education,6581
S4363574K,77,male,manufacturing,5070
S4366465X,77,female,information_communications,5070
S4366843D,77,female,information_communications,5070
S4367102C,77,female,wholesale_retail_trade,3675
S4368644Q,77,female,transportation_storage,3803
S4370763B,77,male,others,4332
S4371548M,77,female,public_administration_education,5485
S4372007M,77,male,information_communications,6435
S4372748F,77,female,professional_services,5070
S4373137J,77,male,arts_entertainment_recreation,3955
S4373488N,77,male,heal_social_services,6143
S4373570P,77,female,professional_services,5070
S4373995D,77,male,professional_services,6110
S4374318T,77,female,arts_entertainment_recreation,3422
S4375143R,77,female,real_estate_services,4212
S4377073Y,77,male,financial_insurance_services,7583
S4377222W,77,female,construction,3803
S4377281Z,77,female,accommodation_food_services,2008
S4377446H,77,male,others,4332
S4378164X,77,male,financial_insurance_services,7583
S4380577D,77,female,real_estate_services,4212
S4381359S,77,male,transportation_storage,3000
S4383209W,77,female,construction,3803
S4383388Z,77,female,construction,3803
S4386556Q,77,male,heal_social_services,6143
S4387511K,77,female,manufacturing,3900
S4394216H,77,male,accommodation_food_services,2560
S4395086K,77,male,real_estate_services,4706
S4398445R,77,female,transportation_storage,3803
S4398515V,77,male,heal_social_services,6143
S4400353Y,76,female,public_administration_education,5485
S4400599B,76,male,real_estate_services,4706
S4401540C,76,male,financial_insurance_services,7583
S4404045F,76,male,public_administration_education,6581
S4404181I,76,male,arts_entertainment_recreation,3955
S4406038F,76,female,construction,3803
S4406689F,76,female,arts_entertainment_recreation,3422
S4408223D,76,female,information_communications,5070
S4410276Z,76,male,public_administration_education,6581
S4413805Q,76,male,financial_insurance_services,7583
S4416150P,76,female,accommodation_food_services,2008
S4416408R,76,male,transportation_storage,3000
S4416611U,76,female,public_administration_education,5485
S4418276L,76,male,professional_services,6110
S4418585Z,76,female,public_administration_education,5485
S4420132L,76,female,information_communications,5070
S4421479I,76,female,arts_entertainment_recreation,3422
S4423156A,76,female,others,4377
S4424202F,76,male,financial_insurance_services,7583
S4426433S,76,male,wholesale_retail_trade,4505
S4426809D,76,female,information_communications,5070
S4428463C,76,female,financial_insurance_services,6093
S4430632S,76,female,accommodation_food_services,2008
S4431280Y,76,male,manufacturing,5070
S4433524D,76,female,construction,3803
S4434322B,76,male,public_administration_education,6581
S4434622A,76,male,information_communications,6435
S4435899R,76,male,administrative_support_services,2535
S4436121Q,76,male,manufacturing,5070
S4439419K,76,male,information_communications,6435
S4440077O,76,female,transportation_storage,3803
S4441823P,76,female,professional_services,5070
S4443038H,76,male,real_estate_services,4706
S4443501T,76,male,information_communications,6435
S4444163M,76,male,information_communications,6435
S4450355B,76,male,construction,4241
S4451628A,76,male,information_communications,6435
S4452805Q,76,female,others,4377
S4454256N,76,male,wholesale_retail_trade,4505
S4454666J,76,male,administrative_support_services,2535
S4456156S,76,male,wholesale_retail_trade,4505
S4456659H,76,male,transportation_storage,3000
S4461208L,76,male,public_administration_education,6581
S4461595O,76,female,wholesale_retail_trade,3675
S4467294K,76,female,administrative_support_services,2583
S4468217N,76,female,financial_insurance_services,6093
S4469215T,76,female,financial_insurance_services,6093
S4470136Z,76,female,administrative_support_services,2583
S4470635Q,76,female,manufacturing,3900
S4471966W,76,female,manufacturing,3900
S4472885X,76,female,arts_entertainment_recreation,3422
S4474271F,76,female,real_estate_services,4212
S4476112V,76,female,real_estate_services,4212
S4476172F,76,male,administrative_support_services,2535
S4476660U,76,female,administrative_support_services,2583
S4478111D,76,male,heal_social_services,6143
S4478328G,76,female,wholesale_retail_trade,3675
S4480334A,76,male,public_administration_education,6581
S4482571J,76,female,information_communications,5070
S4483446K,76,female,manufacturing,3900
S4485185X,76,male,real_estate_services,4706
S4487325D,76,male,others,4332
S4487609M,76,male,transportation_storage,3000
S4487609Z,76,male,administrative_support_services,2535
S4489347U,76,female,wholesale_retail_trade,3675
S4489739J,76,female,transportation_storage,3803
S4494584H,76,male,public_administration_education,6581
S4495272V,76,female,arts_entertainment_recreation,3422
S4495512B,76,male,administrative_support_services,2535
S4495905I,76,male,wholesale_retail_trade,4505
S4496648T,76,female,administrative_support_services,2583
S4497804J,76,female,accommodation_food_services,2008
S4498102U,76,male,others,4332
S4498841V,76,male,arts_entertainment_recreation,3955
S4499911F,76,female,manufacturing,3900
S4500197D,75,female,others,4377
S4501753Y,75,male,wholesale_retail_trade,4505
S4502604R,75,female,financial_insurance_services,6093
S4502632E,75,female,heal_social_services,3803
S4503606Q,75,male,construction,4241
S4505583B,75,female,transportation_storage,3803
S4507971M,75,male,arts_entertainment_recreation,3955
S4508735R,75,female,administrative_support_services,2583
S4508849V,75,female,administrative_support_services,2583
S4509524S,75,female,wholesale_retail_trade,3675
S4511731T,75,male,wholesale_retail_trade,4505
S4513215Z,75,female,others,4377
S4513498D,75,female,financial_insurance_services,6093
S4514410G,75,male,construction,4241
S4515889Q,75,female,transportation_storage,3803
S4516833B,75,female,arts_entertainment_recreation,3422
S4518852H,75,male,wholesale_retail_trade,4505
S4519293F,75,male,financial_insurance_services,7583
S4520616X,75,female,financial_insurance_services,6093
S4520691A,75,male,transportation_storage,3000
S4520963W,75,male,professional_services,6110
S4523483J,75,male,transportation_storage,3000
S4523828W,75,female,accommodation_food_services,2008
S4524624U,75,female,construction,3803
S4526406Y,75,male,manufacturing,5070
S4531530T,75,female,administrative_support_services,2583
S4532074P,75,female,accommodation_food_services,2008
S4533112R,75,female,professional_services,5070
S4533536I,75,male,wholesale_retail_trade,4505
S4534145A,75,male,professional_services,6110
S4534331F,75,female,wholesale_retail_trade,3675
S4535012I,75,male,construction,4241
S4535440V,75,male,arts_entertainment_recreation,3955
S4536996U,75,male,manufacturing,5070
S4537711A,75,male,professional_services,6110
S4539684G,75,female,construction,3803
S4539815S,75,male,arts_entertainment_recreation,3955
S4540453V,75,female,arts_entertainment_recreation,3422
S4541621R,75,female,accommodation_food_services,2008
S4544077R,75,female,professional_services,5070
S4544988F,75,male,others,4332
S4545576S,75,male,financial_insurance_services,7583
S4545635M,75,female,others,4377
S4546028K,75,female,arts_entertainment_recreation,3422
S4547216B,75,male,real_estate_services,4706
S4548789Z,75,female,transportation_storage,3803
S4549061C,75,female,administrative_support_services,2583
S4549526H,75,female,administrative_support_services,2583
S4549934F,75,female,public_administration_education,5485
S4551303J,75,male,transportation_storage,3000
S4553733R,75,male,administrative_support_services,2535
S4554141I,75,male,administrative_support_services,2535
S4557498P,75,female,information_communications,5070
S4558202S,75,male,accommodation_food_services,2560
S4559418C,75,male,heal_social_services,6143
S4559855U,75,male,professional_services,6110
S4560082F,75,female,information_communications,5070
S4561780P,75,female,real_estate_services,4212
S4562330A,75,male,heal_social_services,6143
S4562632J,75,female,transportation_storage,3803
S4562983G,75,female,transportation_storage,3803
S4564784H,75,female,accommodation_food_services,2008
S4569183T,75,female,transportation_storage,3803
S4570072W,75,male,public_administration_education,6581
S4570468P,75,female,information_communications,5070
S4571340U,75,male,professional_services,6110
S4572679O,75,male,others,4332
S4572842J,75,male,manufacturing,5070
S4573135K,75,male,real_estate_services,4706
S4576504O,75,male,wholesale_retail_trade,4505
S4582764T,75,male,transportation_storage,3000
S4582869G,75,female,public_administration_education,5485
S4583616E,75,female,heal_social_services,3803
S4584881Y,75,male,financial_insurance_services,7583
S4585349K,75,female,public_administration_education,5485
S4585863M,75,female,information_communications,5070
S4586997G,75,male,heal_social_services,6143
S4587292A,75,female,manufacturing,3900
S4587324O,75,male,arts_entertainment_recreation,3955
S4587821N,75,male,others,4332
S4587915O,75,female,information_communications,5070
S4589519J,75,female,wholesale_retail_trade,3675
S4591539B,75,male,wholesale_retail_trade,4505
S4593596Z,75,female,transportation_storage,3803
S4594710F,75,male,financial_insurance_services,7583
S4595896S,75,female,information_communications,5070
S4596672E,75,female,accommodation_food_services,2008
S4597510L,75,male,heal_social_services,6143
S4598059L,75,female,public_administration_education,5485
S4598987O,75,female,financial_insurance_services,6093
S4599454B,75,female,transportation_storage,3803
S4600020X,74,female,heal_social_services,3803
S4602991J,74,female,professional_services,5070
S4603458O,74,male,wholesale_retail_trade,4505
S4603910T,74,female,heal_social_services,3803
S4605156D,74,female,others,4377
S4606089X,74,female,real_estate_services,4212
S4606390J,74,female,others,4377
S4609089A,74,female,accommodation_food_services,2008
S4609437J,74,male,transportation_storage,3000
S4612731X,74,female,public_administration_education,5485
S4614552D,74,male,information_communications,6435
S4616181J,74,female,financial_insurance_services,6093
S4617604M,74,female,transportation_storage,3803
S4618027B,74,male,information_communications,6435
S4618266I,74,male,heal_social_services,6143
S4621125Y,74,male,accommodation_food_services,2560
S4623057D,74,female,others,4377
S4623611F,74,female,public_administration_education,5485
S4623627S,74,male,accommodation_food_services,2560
S4624009B,74,male,heal_social_services,6143
S4624037K,74,female,administrative_support_services,2583
S4624581Q,74,female,real_estate_services,4212
S4624633M,74,male,real_estate_services,4706
S4624875J,74,male,wholesale_retail_trade,4505
S4625337Y,74,male,construction,4241
S4626575C,74,male,administrative_support_services,2535
S4626758X,74,male,manufacturing,5070
S4626759S,74,male,others,4332
S4627586Y,74,female,public_administration_education,5485
S4628073F,74,female,real_estate_services,4212
S4630292T,74,female,professional_services,5070
S4630942F,74,female,public_administration_education,5485
S4631223U,74,female,wholesale_retail_trade,3675
S4631491W,74,male,real_estate_services,4706
S4632493M,74,male,construction,4241
S4633691O,74,male,manufacturing,5070
S4634326K,74,female,arts_entertainment_recreation,3422
S4636385V,74,female,real_estate_services,4212
S4637274E,74,male,public_administration_education,6581
S4637313K,74,male,administrative_support_services,2535
S4641165C,74,female,public_administration_education,5485
S4642336D,74,female,public_administration_education,5485
S4643245P,74,female,real_estate_services,4212
S4644231G,74,male,accommodation_food_services,2560
S4644859P,74,male,public_administration_education,6581
S4645148R,74,male,information_communications,6435
S4646153Y,74,male,transportation_storage,3000
S4646501U,74,female,construction,3803
S4647628C,74,female,professional_services,5070
S4649399Z,74,male,arts_entertainment_recreation,3955
S4650502U,74,male,financial_insurance_services,7583
S4650885I,74,male,construction,4241
S4651438L,74,female,arts_entertainment_recreation,3422
S4652659D,74,male,public_administration_education,6581
S4653249K,74,male,public_administration_education,6581
S4655698Y,74,female,manufacturing,3900
S4656295Q,74,male,heal_social_services,6143
S4659113U,74,male,wholesale_retail_trade,4505
S4659620D,74,male,administrative_support_services,2535
S4661730C,74,male,arts_entertainment_recreation,3955
S4661919S,74,female,accommodation_food_services,2008
S4662320H,74,female,financial_insurance_services,6093
S4662550T,74,male,transportation_storage,3000
S4664151V,74,male,professional_services,6110
S4664807G,74,male,construction,4241
S4665272L,74,male,transportation_storage,3000
S4665341J,74,male,construction,4241
S4666863N,74,female,real_estate_services,4212
S4667104Z,74,female,arts_entertainment_recreation,3422
S4672337N,74,male,heal_social_services,6143
S4673282W,74,male,transportation_storage,3000
S4677744V,74,female,others,4377
S4678057M,74,female,wholesale_retail_trade,3675
S4679645U,74,male,heal_social_services,6143
S4680973C,74,female,accommodation_food_services,2008
S4684594W,74,female,wholesale_retail_trade,3675
S4685832H,74,female,real_estate_services,4212
S4685904N,74,female,professional_services,5070
S4689106R,74,male,accommodation_food_services,2560
S4690464Y,74,male,construction,4241
S4690727I,74,female,construction,3803
S4693032M,74,male,public_administration_education,6581
S4695362A,74,female,others,4377
S4697052Z,74,female,transportation_storage,3803
S4698292L,74,female,real_estate_services,4212
S4698429Z,74,female,financial_insurance_services,6093
S4699339Q,74,male,accommodation_food_services,2560
S4699509T,74,male,public_administration_education,6581
S4701576H,73,female,manufacturing,3900
S4702097Y,73,male,information_communications,6435
S4704215C,73,male,transportation_storage,3000
S4704801U,73,female,heal_social_services,3803
S4704992V,73,female,construction,3803
S4706132J,73,female,public_administration_education,5485
S4707643N,73,male,others,4332
S4707769V,73,female,accommodation_food_services,2008
S4708475O,73,male,wholesale_retail_trade,4505
S4710787C,73,male,manufacturing,5070
S4713463D,73,female,real_estate_services,4212
S4714044H,73,male,wholesale_retail_trade,4505
S4714139X,73,male,heal_social_services,6143
S4716334A,73,female,information_communications,5070
S4718137T,73,female,arts_entertainment_recreation,3422
S4718940W,73,male,administrative_support_services,2535
S4720088M,73,male,manufacturing,5070
S4720479E,73,male,information_communications,6435
S4722270X,73,male,professional_services,6110
S4724994S,73,female,information_communications,5070
S4725749V,73,female,real_estate_services,4212
S4725784D,73,female,heal_social_services,3803
S4726620L,73,female,real_estate_services,4212
S4728252B,73,male,financial_insurance_services,7583
S4729143Y,73,female,heal_social_services,3803
S4731955A,73,female,real_estate_services,4212
S4732137C,73,female,manufacturing,3900
S4733284A,73,male,information_communications,6435
S4734773L,73,male,others,4332
S4735902M,73,female,accommodation_food_services,2008
S4737632U,73,male,construction,4241
S4739694K,73,male,manufacturing,5070
S4739726D,73,female,others,4377
S4739743Z,73,male,construction,4241
S4741550N,73,female,arts_entertainment_recreation,3422
S4741703C,73,female,professional_services,5070
S4747165U,73,female,public_administration_education,5485
S4749337E,73,male,financial_insurance_services,7583
S4753129S,73,female,transportation_storage,3803
S4754171I,73,male,manufacturing,5070
S4754885Y,73,male,real_estate_services,4706
S4755881J,73,male,wholesale_retail_trade,4505
S4756766X,73,female,professional_services,5070
S4757467X,73,male,financial_insurance_services,7583
S4757718R,73,male,wholesale_retail_trade,4505
S4758385H,73,female,wholesale_retail_trade,3675
S4760403J,73,male,manufacturing,5070
S4762818G,73,male,accommodation_food_services,2560
S4765289R,73,female,public_administration_education,5485
S4765448U,73,female,others,4377
S4768184G,73,female,information_communications,5070
S4768818P,73,male,arts_entertainment_recreation,3955
S4768958I,73,female,arts_entertainment_recreation,3422
S4774059Z,73,male,information_communications,6435
S4775740D,73,male,manufacturing,5070
S4780201L,73,female,financial_insurance_services,6093
S4782475S,73,male,wholesale_retail_trade,4505
S4783439F,73,female,administrative_support_services,2583
S4785808J,73,female,heal_social_services,3803
S4785947G,73,female,heal_social_services,3803
S4788747F,73,male,heal_social_services,6143
S4789954W,73,male,others,4332
S4790721W,73,female,arts_entertainment_recreation,3422
S4791664G,73,male,transportation_storage,3000
S4792563H,73,female,information_communications,5070
S4794058O,73,female,heal_social_services,3803
S4794563H,73,male,administrative_support_services,2535
S4797523O,73,male,heal_social_services,6143
S4802305J,72,male,transportation_storage,3000
S4803543Z,72,male,financial_insurance_services,7583
S4805239A,72,male,heal_social_services,6143
S4805262M,72,female,real_estate_services,4212
S4805945C,72,female,arts_entertainment_recreation,3422
S4806421F,72,male,arts_entertainment_recreation,3955
S4807006S,72,female,accommodation_food_services,2008
S4807036W,72,female,transportation_storage,3803
S4807481K,72,male,financial_insurance_services,7583
S4807687O,72,male,transportation_storage,3000
S4809138W,72,male,manufacturing,5070
S4809144Z,72,female,others,4377
S4809852Z,72,male,professional_services,6110
S4810506H,72,male,professional_services,6110
S4810656Y,72,female,real_estate_services,4212
S4810933X,72,male,administrative_support_services,2535
S4814063N,72,male,public_administration_education,6581
S4816944U,72,male,others,4332
S4817842H,72,male,arts_entertainment_recreation,3955
S4819008U,72,male,public_administration_education,6581
S4819127T,72,male,wholesale_retail_trade,4505
S4819927U,72,male,wholesale_retail_trade,4505
S4821589F,72,male,heal_social_services,6143
S4823295N,72,male,wholesale_retail_trade,4505
S4823962S,72,female,information_communications,5070
S4825288T,72,male,construction,4241
S4829358H,72,female,accommodation_food_services,2008
