NRIC,page_id,time_spent
S4548789Z,4,5
S7178864B,3,19
S6003920F,1,9
S9520422B,2,19
S9039980N,6,3
S9717566L,3,4
S6388533L,6,20
S4505583B,0,4
S7168652L,0,13
S4377446H,2,18
S5840161J,4,6
S8294759C,1,12
S6837135V,7,9
S4789954W,5,17
S6948006Y,1,10
S6173860G,5,19
S7032379E,5,3
S5109393T,8,10
S8307721T,7,11
S9104398L,7,16
S6312075B,4,12
S8389348X,6,20
S4944852A,4,20
S4125062T,3,14
S9050793U,6,9
S9053818T,4,17
S9300606D,5,7
S9695816P,5,14
S5514596I,3,19
S5987521M,1,12
S5101932J,2,19
S5007923G,8,12
S9350603M,4,18
S6566777D,2,19
S5194119O,0,12
S9742342C,0,7
S7346424X,3,4
S7607098U,4,12
S6914402S,2,9
S7124084O,6,6
S6788994H,5,19
S9614181H,2,19
S7248802Q,1,20
S4523483J,8,18
S4899355F,3,12
S4285983B,1,11
S8030121R,6,20
S9254918I,0,11
S4383388Z,0,6
S5782253R,7,18
S9728269F,3,11
S7323792W,1,7
S4582764T,2,20
S5836732W,1,17
S5144491Y,1,18
S6455737I,4,9
S8953380L,1,7
S7244068T,5,12
S9327716K,0,11
S4728252B,3,19
S7198887E,8,20
S5792048I,2,10
S6894231Z,7,17
S4276610F,5,17
S5221728J,1,6
S7251033K,6,18
S8569110A,7,16
S7007541W,1,1
S6490320W,2,15
S7330628T,0,2
S7422959Z,6,6
S4780201L,4,8
S7052359K,8,14
S9214711K,1,12
S7111065A,2,20
S6208434U,8,2
S6450060L,0,13
S6216457M,6,6
S9444148M,8,18
S6471195B,1,6
S7620390A,2,10
S9852497L,1,4
S4029307L,2,3
S5329653X,5,17
S5563702T,3,15
S6122214X,6,20
S9708450Y,6,7
S7146986I,0,17
S4641165C,0,2
S9544440L,0,2
S8693476N,4,2
S9034916O,0,1
S6487672H,2,9
S4901216W,2,19
S5330532C,5,2
S6797132I,0,20
S7272855V,7,3
S9827663T,7,13
S9432352R,4,8
S6821456E,3,1
S7428544X,3,20
S9079981C,0,14
S5581260M,8,18
S7069343P,4,17
S8007544M,2,10
S7020431E,2,6
S4033991N,1,20
S4650502U,4,18
S5419310V,5,19
S5367557W,1,20
S7960263B,8,18
S6185290J,1,17
S9038055H,6,19
S5072786J,0,15
S7085697Y,8,9
S4451628A,0,18
S4695362A,7,11
S4076604U,8,19
S8720819M,6,16
S5467692L,6,11
S9591890A,1,15
S4218769C,1,8
S8593124Z,2,19
S8355193Z,2,1
S7396930J,5,19
S4899347D,7,2
S7965205E,2,6
S9687107C,0,19
S7701678V,4,19
S9077553D,8,2
S7149337B,5,19
S8896029C,2,1
S8922091V,5,6
S7032379E,2,4
S9867733P,2,3
S6704891F,6,20
S6478970M,5,5
S7407942Y,4,9
S6978644H,8,10
S5729250S,3,16
S8017691Y,3,15
S5471669R,7,5
S6409666A,2,1
S4118304T,0,18
S5439758I,1,20
S8978173N,8,15
S6968681T,6,17
S8279698U,4,5
S7112483I,3,5
S5294858O,7,14
S6555564C,1,8
S6477927U,2,6
S9415082G,2,18
S8555847O,7,1
S9778385P,0,16
S8738251X,3,14
S7771011G,8,1
S6491918P,0,10
S6042989T,1,4
S5350635V,5,3
S4398515V,3,19
S4850502A,4,16
S7035246O,3,12
S4519293F,8,4
S6901084U,8,1
S7312990F,7,17
S5540916A,2,14
S9545843F,7,3
S7461896R,0,8
S5563702T,8,20
S9515234N,4,1
S8219779T,2,16
S6921951A,8,5
S4451628A,2,14
S9143480Y,6,18
S6961362Q,0,13
S6933300M,0,17
S6122012G,5,18
S8465173P,6,19
S6796205L,0,11
S6345729T,5,7
S6808413Y,7,17
S9335208V,5,8
S9757557R,7,18
S5734035P,6,19
S6410417M,0,17
S6797842A,8,17
S7382613Y,6,13
S4965751L,7,14
S6658994W,0,14
S6631510L,3,15
S8017871B,1,2
S6450815T,4,5
S4055294V,6,11
S6776408T,2,18
S6712645J,4,16
S5627153J,6,11
S9235114Q,3,14
S6254999L,0,1
S5656773H,3,3
S9817268S,0,16
S5780663G,2,19
S9543376T,0,13
S7239389Z,0,20
S7377776W,5,7
S6863627I,5,14
S8901372V,8,17
S6797836I,0,20
S8581497T,2,19
S8732384K,5,6
S9175862G,7,7
S5749697U,4,19
S7205364N,7,9
S7625407K,8,4
S8796361G,7,18
S9034916O,2,6
S7772575X,0,14
S8710961U,6,9
S7406541G,8,1
S6373409H,2,20
S8922091V,7,12
S8579668F,0,5
S5632760M,1,16
S6442075T,1,12
S8896499J,4,13
S6622064H,6,11
S4352083W,7,16
S7169082N,3,20
S7024462R,6,16
S8800408J,1,15
S8881061V,5,11
S5123654V,6,11
S5668064A,6,4
S7274037B,8,20
S7232652G,0,20
S8504705N,2,12
S4216233T,4,19
S7677522U,0,7
S4014108S,4,17
S6254999L,8,7
S7436098M,0,13
S5185254J,6,12
S7337212K,1,14
S6826942Q,6,17
S6684584D,8,19
S4734773L,4,20
S6451006I,2,12
S7617261U,3,6
S8812056A,2,19
S8667029Z,5,2
S6628400H,5,10
S8454483J,7,19
S8202035V,2,7
S7161753Q,8,12
S7304829B,1,2
S8041561Q,5,20
S7236479K,5,14
S6434114H,3,18
S8750273S,5,5
S6790983K,5,18
S9518099G,5,1
S4509524S,4,15
S8812056A,7,20
S6331059O,7,20
S6322621P,5,17
S4051727Q,8,20
S6773878Y,8,19
S9792339O,2,11
S6443204Q,4,11
S5314938Y,2,19
S7222729F,7,19
S7192787O,4,13
S6834158I,8,19
S6971186D,4,11
S8918294W,2,13
S5333353Q,6,16
S6184357N,6,15
S7477363E,2,14
S5838180G,8,13
S4975007B,7,1
S7777713Q,7,6
S7416330M,6,9
S6809565E,0,11
S6594598P,8,16
S7902554N,8,2
S4646153Y,8,11
S6559991J,4,1
S4879715W,5,18
S8584117T,4,6
S6526689R,7,19
S6495620B,2,12
S5775622V,6,6
S5269732D,6,20
S8250487Z,7,20
S4216644Q,8,11
S6031497E,8,20
S6995619S,1,18
S6892972R,6,10
S6852141E,6,15
S4891176Y,1,16
S7316289U,2,15
S6990364C,3,18
S7408233B,5,19
S8466562J,7,15
S6515779I,6,8
S6826597B,6,15
S8069048K,4,17
S7044671F,6,17
S6982597T,3,2
S6812713X,4,17
S6253620I,2,12
S5617303X,8,6
S9549473J,7,11
S6431527R,8,17
S8032996O,4,19
S4549526H,4,13
S8749920F,6,14
S6619092B,3,16
S9179130A,0,2
S6440269M,7,8
S6113222C,6,10
S5789280A,6,18
S8784927X,5,6
S8399091B,3,1
S7940513S,1,16
S6825718C,4,20
S7179161V,1,6
S6464409W,5,3
S6525694K,0,15
S7268806O,0,11
S9308691F,4,17
S7033829A,7,13
S4930255E,1,10
S4765448U,4,4
S7619515M,5,18
S4440077O,8,20
S5084190P,0,19
S9252123K,2,1
S6472362O,3,12
S6122214X,1,6
S7014743K,2,13
S4029633R,2,8
S9211519B,3,9
S5151822Y,7,13
S7087544C,8,15
S6959498S,8,16
S4076604U,6,20
S5765089H,6,19
S6708734Q,4,1
S7445772P,0,20
S6645749Y,6,6
S6654220U,3,17
S8937088V,3,8
S4367102C,7,8
S5839226D,4,10
S4502632E,7,5
S6660425P,3,8
S6537576Z,7,16
S7336619Z,7,4
S9845051I,7,7
S9894089C,2,10
S6463879Y,3,11
S9525795U,1,13
S9284627H,0,14
S5657983Q,2,16
S7109460B,1,17
S6820067M,5,4
S7326149Z,5,6
S6135031R,2,12
S6409351R,1,14
S6770769Y,1,6
S4520616X,1,4
S6722970C,7,4
S6767702R,3,19
S6179275O,5,2
S4807481K,1,13
S5192668X,8,5
S8441624D,2,15
S6797426O,7,15
S6996326V,4,15
S6932913S,7,3
S7947164B,8,13
S7465193W,0,19
S6400832O,2,9
S6846527I,0,20
S7162455U,8,1
S8846937G,8,19
S9148252W,1,8
S5031655M,0,14
S5448678V,6,10
S4819127T,4,19
S4155469H,1,14
S8162347W,1,10
S6844365O,3,18
S5852676E,8,17
S6852141D,0,4
S9798611N,2,19
S8887447F,2,7
S7343140E,4,3
S6618411W,6,14
S6359349Q,8,16
S9444292L,8,12
S6206474X,5,18
S6929047Z,3,17
S6045748M,0,2
S9307142R,6,14
S8277362I,1,18
S9754836N,3,3
S7109003W,1,7
S5196206L,1,20
S4327058U,7,3
S9175862G,8,5
S7028219L,4,15
S7368113C,7,11
S6575410G,7,12
S9210650U,2,9
S7622526X,5,14
S6763408Q,6,5
S6866396U,0,19
S6388533L,4,14
S8341439K,7,1
S7128935M,7,18
S7235159K,3,13
S8894028M,0,5
S6945977K,0,20
S6551735B,2,18
S6850463J,1,11
S7119025X,4,11
S4140213G,0,19
S9596182K,4,14
S6427254L,6,18
S6892411I,3,15
S4430632S,4,15
S6983105T,2,16
S6807515Y,1,13
S4819008U,1,14
S9693179V,1,4
S7905751C,1,3
S9111225O,8,19
S8465424Y,4,7
S7296065E,0,10
S6427254L,5,17
S8785869D,8,18
S6923056W,6,13
S9451919V,1,15
S7896885T,4,1
S9696464O,6,6
S8579676Z,3,17
S9214456E,3,17
S4519293F,3,18
S5980712O,5,15
S4236142O,4,19
S6679889B,2,17
S8324389M,1,14
S6833032F,1,13
S8716426O,1,15
S6822565G,8,14
S6771387T,6,20
S4810656Y,7,18
S9614637R,0,16
S6929768H,4,15
S6785110A,1,7
S6471143R,5,16
S6046725Z,8,7
S8469274V,5,5
S7707164J,6,15
S4274935U,8,19
S4754885Y,8,11
S4161017Y,5,15
S7664287R,8,11
S8749845R,2,11
S7287336D,7,4
S6767569I,3,14
S8468501E,1,16
S4511731T,3,17
S8567547P,1,6
S4559855U,0,9
S6744708J,6,14
S7879127O,4,20
S7014743K,0,20
S7812561Q,2,14
S7035246O,8,11
S4426809D,8,13
S8785626O,3,18
S9760714D,3,3
S9621273C,8,17
S8225973H,8,18
S5417166Z,3,3
S6083493I,0,3
S7879423D,4,9
S4072091S,5,18
S5394499X,1,12
S7407131X,1,4
S4724994S,3,6
S9698784T,4,18
S8770209A,2,5
S6999338U,4,5
S6083493I,6,17
S6840127L,4,2
S7760056I,7,1
S8269868H,0,16
S5595949L,6,11
S6401597Y,4,4
S7445772P,8,2
S8859732X,0,15
S8680466K,0,16
S7379431V,0,9
S7409236O,8,4
S4121238C,7,16
S7644286Y,3,1
S7406844V,1,10
S6802127T,0,16
S4839743D,4,15
S9469529F,6,14
S6929047Z,7,4
S9798611N,4,11
S9807924F,3,2
S6853674J,0,15
S4154619Y,5,14
S7897697M,3,12
S5084190P,8,8
S9893783U,5,8
S9487208Q,5,12
S7349203M,7,14
S7436251H,1,3
S4344772J,3,18
S9541619V,5,8
S6566815U,8,2
S5668064A,8,9
S7239389Z,8,8
S7938802S,5,17
S7423059Y,7,14
S7640188U,5,17
S6327463C,0,18
S7071584L,5,5
S8995266Y,8,17
S7090340E,7,6
S6492976Y,0,13
S7179161V,5,13
S9432352R,2,10
S4807687O,8,7
S8466862R,6,18
S9058207Y,7,9
S6897222X,8,15
S6834430E,5,20
S7127296X,3,8
S9075049L,3,18
S4454666J,8,15
S7217933M,2,13
S8870489W,7,20
S9604747C,8,5
S8593865R,6,16
S8778984V,5,17
S5781139M,2,18
S9025914U,6,3
S5754572E,5,14
S6212303N,3,11
S9436694Z,6,4
S5782295J,7,15
S9033770L,6,15
S7077735V,4,3
S5328585U,7,2
S5053780Z,5,9
S7333844M,0,12
S5100112N,4,4
S9003730J,6,6
S7773482P,1,1
S9857077X,7,8
S4956579G,2,10
S5155447J,6,14
S4262937E,8,7
S4834190B,7,10
S7212433I,1,17
S5200316P,5,11
S7709505H,1,12
S7445367B,1,7
S7312065Z,0,16
S7985382S,0,17
S5348789Z,0,15
S6823189K,6,5
S8703934Q,5,2
S6654788T,1,18
S8567906Z,3,13
S6608814F,0,16
S6311709D,3,12
S6842699J,3,15
S5826063L,3,1
S7081372Q,1,17
S7253590A,5,4
S5824126I,4,13
S6492976Y,1,8
S4298422W,1,6
S6791835C,6,20
S8417202A,6,12
S7778199S,3,12
S6856934U,0,10
S6487247U,6,20
S7006646U,0,9
S6614616B,2,14
S8266707P,0,20
S9199614S,2,12
S6442687Q,2,4
S7316289U,4,20
S4995242W,2,16
S7162032G,0,3
S6394001I,3,7
S7377768A,1,14
S8852833A,8,13
S6275473K,0,3
S6413908X,8,17
S5767611N,4,2
S9160089P,4,20
S8109618W,0,2
S6155935B,4,8
S6597841Y,1,16
S5917653H,5,16
S6098998V,5,14
S7341493X,4,2
S6797411C,3,10
S6212149N,2,6
S6414215E,7,5
S5198818I,5,19
S6815068P,8,18
S9469140E,1,12
S7259330Q,5,16
S7027540Z,8,9
S7233875O,3,1
S9293256P,1,14
S7173864F,8,18
S9573734S,3,18
S7211102Z,6,11
S5975366S,2,5
S7255233S,5,17
S6555109J,7,2
S7801661R,1,17
S6661188F,3,14
S5084282V,7,8
S7327857Z,7,10
S6073465A,2,11
S7128837P,0,19
S7624889L,0,19
S9396246W,8,5
S4137999P,0,17
S9254908G,4,6
S5251366S,2,9
S5856217G,3,15
S6457592A,2,2
S9635527B,1,9
S8264037Y,0,11
S4400353Y,8,6
S6969274Q,6,20
S7037611A,2,2
S4704801U,8,18
S9593718R,4,20
S8739431T,0,17
S8161536B,1,11
S5272563C,8,14
S8516036C,6,14
S8381951I,4,15
S5849108K,3,17
S7043859O,0,19
S4144480D,2,19
S6711300X,5,17
S6653365O,7,3
S6405177Y,8,7
S4021473J,2,11
S6868335M,7,10
S4960073F,3,16
S7312065Z,7,8
S6893421I,4,7
S7412333F,2,19
S7256069E,6,19
S4000776Y,8,1
S7374986B,1,16
S6537403S,7,14
S9297087Y,7,13
S6063758V,7,2
S9163779M,8,9
S5908525R,3,19
S8508759C,3,4
S9542519T,4,1
S8800408J,2,2
S4235739P,1,15
S4342176D,5,5
S9544440L,3,16
S8782388B,1,13
S4218583G,4,5
S4237411B,3,19
S8196647A,6,11
S7465377C,0,9
S4087456Q,8,10
S7352394L,6,12
S4853329G,2,1
S6340590L,4,20
S5345914G,2,20
S9515234N,0,20
S6362225C,8,11
S9720385G,1,17
S4118641I,2,8
S4664807G,5,14
S5652466B,0,20
S4067276N,0,11
S6431499X,2,13
S9092282I,4,16
S8951264W,6,20
S4019818E,0,18
S9722793V,1,18
S9801552P,6,17
S4236257Z,1,5
S6610885R,1,13
S6913814N,3,20
S9536353N,3,2
S5559793C,7,14
S7362940L,8,17
S7854424O,2,2
S9468573J,3,16
S8923584M,3,20
S9191326Q,5,11
S7287429W,4,10
S7604987M,7,2
S9515234N,8,15
S7241066B,3,14
S5640870K,6,9
S4880690I,7,7
S7267693I,8,12
S7666841Y,4,2
S7161753Q,0,8
S6739562P,1,19
S5909328F,7,9
S6551487Y,0,7
S4305944D,2,12
S6646928N,0,6
S7499031I,6,12
S6749053C,7,15
S4124613O,6,2
S9541522P,2,15
S6189100D,7,16
S4544077R,0,8
S9674013F,8,14
S7026389Q,8,11
S5230781D,2,13
S4725784D,0,18
S7406541G,0,17
S6446772P,1,14
S5967352G,7,6
S6025280T,6,14
S6569519E,0,3
S4500197D,7,18
S7345663L,7,1
S7997553W,6,6
S7251033K,8,3
S7108969M,1,1
S9180122U,3,8
S6264040J,3,18
S7139511S,8,18
S6948394U,6,20
S6651115U,4,13
S6822820H,3,11
S8053141V,8,16
S6987060I,5,12
S8254528A,8,17
S8434167W,3,10
S6811613P,5,17
S8032996O,5,19
S8072452W,1,17
S7372258R,6,11
S4731955A,4,12
S6420831V,3,2
S6405410S,2,10
S8439431D,4,11
S5983699P,6,3
S6935493E,2,11
S6559187S,7,19
S5467780B,5,18
S7395918P,5,19
S8552620F,8,14
S6545793N,6,8
S6704330K,3,2
S6599996N,1,16
S8334570K,1,9
S6791835C,2,10
S5196206L,5,6
S8282523O,0,2
S4335032F,8,8
S5427813C,7,14
S7201894M,3,8
S7945896R,7,11
S7477363E,8,18
S4829358H,7,12
S6139112L,0,1
S6613360L,5,15
S4218769C,5,20
S6785717F,7,18
S7263605A,7,9
S6440472V,3,9
S7172551Z,1,11
S9254908G,6,6
S8030536V,8,17
S9391976K,8,10
S8595177O,5,15
S6542276O,2,7
S6581584Q,3,14
S7778199S,0,10
S9415761L,5,12
S9154810F,4,18
S5843276O,6,1
S6723736R,8,5
S6968681T,0,17
S6178826E,0,19
S5053967U,1,8
S5316635Z,0,19
S7265702N,4,3
S9876549F,0,20
S7913882W,3,9
S6606305D,7,14
S6553504X,0,6
S6185996D,2,4
S6001833A,7,12
S8942032H,2,4
S6971655K,2,8
S5904910Y,3,5
S6695359F,2,3
S9425904Q,4,17
S7142286S,6,7
S5112438Y,8,18
S4911422A,0,20
S4597510L,2,17
S9050343I,5,2
S7263605A,3,11
S8466862R,0,15
S4573135K,7,8
S5759248W,4,11
S5921435A,5,18
S7181849R,1,11
S4864006Z,6,13
S6492512J,2,11
S8728397O,4,12
S7181928H,0,13
S8620194R,7,20
S9722681Q,8,9
S4739694K,0,18
S7035600R,3,4
S9179618C,7,12
S7012230W,2,14
S4079054K,6,16
S7223304D,1,12
S9602122X,2,11
S5007241F,0,9
S7784983C,0,17
S4351782V,7,10
S4782475S,7,3
S4418585Z,6,12
S6806975Q,5,8
S5935458K,1,7
S8312520J,3,6
S4191598K,4,1
S9666376J,5,6
S5630364R,1,16
S4478111D,8,6
S7403118B,2,10
S7250781W,4,12
S6545099D,1,9
S6314511W,0,10
S7663563D,7,5
S9385812H,4,12
S7191632D,7,5
S5303308N,3,9
S4420132L,0,14
S5409247S,0,19
S6600031T,7,20
S8403405R,7,17
S6113222C,1,19
S8872039A,0,9
S7200227U,0,4
S6689861D,0,20
S7939291V,6,6
S7236479K,8,5
S5967352G,6,17
S9544440L,7,5
S7966164Q,8,15
S6640011O,1,14
S6171865U,1,12
S5017025T,7,16
S8552909G,4,7
S9201984X,4,20
S8537479T,6,11
S6793475E,8,17
S7020101B,1,17
S4000776Y,5,18
S7394553K,0,19
S5146602R,7,17
S7731236S,4,11
S8393965A,1,14
S7349375I,4,13
S6723680C,4,15
S8873155J,2,13
S6790357D,4,10
S7435740S,0,4
S4591539B,2,5
S9798602X,6,10
S7427124L,1,20
S9593718R,8,3
S5817261R,6,19
S6762216F,3,5
S4124613O,7,18
S8365086U,2,6
S4416611U,3,6
S8431347D,7,18
S8923584M,8,16
S6808975U,0,20
S4185475Q,4,2
S8306084O,1,12
S8174343Z,1,3
S6773577G,2,5
S6566815U,7,14
S7395947T,8,7
S4765448U,6,9
S4866580E,4,18
S7648640O,6,4
S9724084C,6,8
S6940785Z,7,18
S5124923W,8,15
S6848215H,1,12
S8047055Z,6,17
S6470827I,4,16
S5748266X,3,3
S5352312R,5,3
S4618266I,0,4
S6720356Q,6,14
S5186039A,3,5
S6645749Y,3,9
S5889944T,2,4
S4029307L,4,2
S4467294K,8,1
S9543376T,2,13
S7262386O,6,14
S9025914U,0,17
S5826063L,8,14
S7380583X,2,5
S8990604G,3,19
S9865437Z,8,11
S8452779X,4,13
S9080094T,3,6
S9162492X,5,5
S6992974A,8,16
S6556142N,0,14
S8580665N,8,20
S8861716P,8,3
S4649399Z,7,8
S4816944U,4,7
S8927376N,1,18
S9609084X,3,10
S7674411S,7,17
S6200759I,0,18
S8360660V,8,15
S8787082U,2,17
S8021569G,1,4
S6620017G,5,9
S4513215Z,7,4
S7026389Q,1,20
S8361818E,0,19
S5767611N,0,1
S6670704L,5,9
S4066741A,7,10
S6326764N,8,15
S8908055U,2,2
S9476503U,0,11
S6465970U,5,7
S9657253U,8,9
S5889179A,8,19
S7736223J,5,8
S5346378I,6,7
S4665272L,0,20
S8071315P,7,9
S7482283S,3,5
S8878329U,2,2
S6836765Y,7,14
S7035600R,0,8
S9895895G,1,5
S9265668I,7,6
S7136478H,1,10
S7277951N,3,8
S8489138O,1,2
S9219492B,8,16
S6446772P,0,12
S5672353M,1,13
S8721722G,7,10
S4756766X,6,14
S4434322B,6,5
S6865307G,5,7
S4022171B,2,13
S5395160O,6,5
S6617091Y,7,7
S8895452Z,6,16
S9343524F,0,15
S8501876B,6,5
S7154268E,8,10
S9894854P,2,2
S5908981I,1,10
S7047252C,6,12
S6353738C,1,20
S8698462A,6,5
S4355497H,3,18
S5236156B,8,15
S7600862V,0,19
S6855673P,7,5
S7614503C,7,17
S7679509W,3,15
S9618217K,8,3
S9390192T,5,12
S8650080J,8,12
S4436121Q,6,12
S4980301H,8,9
S7985301G,0,20
S8613443K,1,14
S6456025T,3,16
S9369571U,0,17
S6493650R,8,6
S8017871B,7,13
S4707643N,2,1
S6239344M,5,8
S6490320W,1,10
S8489714U,6,7
S4582869G,5,15
S7010199Z,6,2
S6189100D,5,9
S9020851Q,8,18
S6817315B,1,20
S7108969M,4,8
S7341003F,3,8
S9224450M,7,3
S9180122U,6,12
S7081372Q,5,5
S6082148H,0,9
S6805292T,0,20
S9396135M,7,18
S6519917Q,7,18
S5531551O,0,15
S6194243I,2,8
S8894028M,1,20
S9401973U,0,15
S7245907I,7,6
S4443501T,7,7
S7358687H,0,18
S4973937K,6,3
S6860148Z,5,4
S6852423M,6,6
S9401973U,1,11
S6444639Y,4,12
S4033114E,1,6
S6797842A,6,20
S6923056W,2,18
S8072452W,0,1
S8977742X,3,2
S7973226H,4,15
S9467052Y,2,10
S7115890M,7,12
S7703460U,8,18
S5830686L,7,11
S8658326V,2,18
S4498102U,5,20
S5974452P,4,13
S6243448F,0,1
S6977938Y,6,4
S6690179F,2,13
S6254999L,4,13
S4988757U,4,7
S4321298O,0,19
S6745519E,8,16
S7494717X,5,9
S8412588I,7,16
S7380513U,1,3
S6932179X,6,14
S6976114S,7,8
S6792632F,2,5
S6844452Y,1,16
S8783031G,8,11
S5212847S,7,17
S6824954P,3,10
S9395759U,6,7
S6772562P,1,18
S9300606D,2,16
S5128374L,0,9
S7176215V,1,18
S6782295B,5,20
S6431499X,7,17
S8293850K,5,19
S5418753F,0,4
S5997838D,3,12
S8698462A,3,18
S7084673B,2,10
S8367612Z,1,18
S9015867D,0,6
S9237711K,4,11
S6624636W,6,16
S9781995L,1,6
S7362074A,4,7
S7658623F,0,18
S7110687F,5,6
S6589283E,6,13
S6967662E,6,8
S7217810U,6,4
S9005551K,3,18
S8313841G,4,18
S8394073W,1,4
S4633691O,3,15
S4241622V,8,20
S6745519E,4,10
S7891664O,5,18
S6499628R,3,18
S9070374E,7,9
S4045227L,2,13
S8698016Q,6,14
S6984157S,4,19
S9657253U,6,15
S4195982B,6,18
S7067265C,8,10
S7757272P,4,11
S9504868B,1,8
S6793755H,7,16
S4182731A,8,18
S6442541J,7,9
S8596517U,4,16
S5958514Z,4,20
S6903549P,7,2
S6299026J,2,18
S7128445A,6,9
S7246478A,2,10
S4162088M,4,20
S7241477H,8,14
S6695359F,5,19
S8991536Y,2,5
S7411933A,0,12
S4198153H,5,20
S6694202D,5,19
S9808397R,3,4
S6922372Z,7,7
S8005549X,6,7
S4097618K,7,8
S4847856V,8,15
S6649325I,1,18
S4260311Q,1,11
S8935328U,1,3
S9023220S,2,6
S9429900H,3,20
S7970603N,8,14
S9365337K,8,11
S6706689N,6,13
S7362940L,4,12
S7009458G,1,20
S7202980Q,1,6
S4355497H,2,13
S8721722G,2,16
S8499594B,0,18
S8709629U,0,18
S4344772J,6,5
S9109778J,6,18
S8878329U,4,8
S6856854H,4,19
S5766849A,4,17
S4148259T,3,15
S8435459Y,5,9
S5576717C,0,1
S9528813I,5,18
S9786072N,2,11
S8436743Q,1,10
S4260340P,6,1
S8878329U,8,16
S8030725T,3,10
S4698292L,4,2
S9454276I,2,17
S7268806O,1,11
S5123654V,0,16
S7471633C,4,16
S8554711W,5,8
S4652659D,6,8
S8546627A,5,8
S7644286Y,2,7
S5477712A,3,10
S7958144A,2,4
S8714661J,8,4
S8697417H,0,15
S4476172F,3,19
S7350987P,2,3
S7271785A,7,12
S9290272B,6,19
S6892566E,1,4
S4346953Y,5,13
S7028146X,8,9
S8716426O,8,19
S4093521K,5,15
S6942111M,6,6
S7067265C,2,3
S8205278B,7,5
S6456025T,7,16
S8201986D,8,14
S4218230Y,8,14
S7468975V,7,11
S5750969S,4,11
S9636995U,7,1
S6777821N,7,17
S6025573G,8,8
S6458881O,3,20
S7282068O,6,4
S6963172E,5,16
S8436743Q,4,2
S6552618O,1,2
S9136043V,4,4
S8890337G,0,14
S4489347U,3,20
S7608828P,5,16
S7986253C,3,18
S7190730S,5,14
S9813502U,1,13
S4071343C,1,11
S6452197D,1,19
S7362431Y,4,7
S7025910R,1,13
S5084282V,6,13
S9542519T,6,12
S4653249K,0,17
S4739694K,4,20
S5759008X,2,14
S6874523N,5,5
S6866396U,5,19
S5957628V,4,17
S5949087G,2,13
S9153084T,8,19
S7335950V,5,6
S6416935Q,3,8
S6152378C,5,14
S7325518I,8,8
S8547062D,0,15
S5938386W,0,17
S8110451K,4,11
S7343140E,8,16
S5007656K,0,19
S7966164Q,1,18
S5859379T,7,11
S9528441W,3,16
S7129443R,8,8
S8133690N,6,19
S5316189R,1,17
S6493300G,2,5
S6785717F,2,14
S9395399V,1,20
S9075463Q,8,19
S4230603V,8,20
S8864852A,7,10
S5586843O,8,13
S7732803Q,7,13
S7241066B,7,17
S5008095E,2,17
S7025660D,0,20
S9219504I,5,18
S5637878M,8,9
S5329640P,8,3
